run,family,family_label,model,task,recipe,method,method_display,lr,seed,cell,withheld,quarantined,on_pool,retention_mean,retention_broad,adapt,bbh,mmlu_pro,mmlu,arc_c,truthfulqa,fdelta,log10_fdelta
qwsw_milora_r32_lr1e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0001,42.0,qwsw_milora_r32_lr1e4,False,False,True,39.74,48.3,87.53,45.89,33.59,69.2,43.86,48.96,0.1836,-0.7361273231347764
qwsw_milora_r32_lr1e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0001,43.0,qwsw_milora_r32_lr1e4,False,False,True,38.47,48.31,87.45,45.43,31.51,69.78,45.48,49.34,0.182,-0.7399286120149252
qwsw_milora_r32_lr1e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0001,44.0,qwsw_milora_r32_lr1e4,False,False,True,38.06,47.55,87.25,44.94,31.18,69.67,44.37,47.59,0.183,-0.7375489102695706
qwsw_milora_r32_lr1e4_s45,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0001,45.0,qwsw_milora_r32_lr1e4,False,False,True,40.07,47.9,69.26,46.94,33.2,69.68,43.52,46.18,0.1822,-0.7394516273630205
qwsw_milora_r32_lr2e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0002,42.0,qwsw_milora_r32_lr2e4,False,False,True,36.5,44.96,87.05,42.01,31.0,66.98,39.76,45.05,0.2917,-0.5350635708782673
qwsw_milora_r32_lr2e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0002,43.0,qwsw_milora_r32_lr2e4,False,False,True,36.75,45.34,84.96,42.88,30.62,67.22,39.51,46.48,0.27,-0.5686362358410126
qwsw_milora_r32_lr2e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0002,44.0,qwsw_milora_r32_lr2e4,False,False,True,36.72,44.92,86.96,42.33,31.12,67.69,38.99,44.49,0.2863,-0.5431786519784013
qwsw_milora_r32_lr2e4_s45,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0002,45.0,qwsw_milora_r32_lr2e4,False,False,True,36.76,44.96,86.6,42.91,30.61,66.39,39.42,45.46,0.2874,-0.5415132362017931
qwsw_milora_r32_lr2e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,2e-05,42.0,qwsw_milora_r32_lr2e5,False,False,True,38.44,50.73,83.55,45.91,30.98,71.81,55.55,49.4,0.1023,-0.9901243662878398
qwsw_milora_r32_lr2e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,2e-05,43.0,qwsw_milora_r32_lr2e5,False,False,True,39.19,51.4,85.44,45.97,32.41,71.54,57.25,49.81,0.1018,-0.99225222199926
qwsw_milora_r32_lr2e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,2e-05,44.0,qwsw_milora_r32_lr2e5,False,False,True,38.57,50.81,84.25,45.72,31.42,71.71,56.23,48.98,0.1023,-0.9901243662878398
qwsw_milora_r32_lr3e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0003,42.0,qwsw_milora_r32_lr3e4,False,False,True,34.3,42.31,80.12,41.02,27.57,62.8,36.77,43.41,0.3856,-0.4138629747692068
qwsw_milora_r32_lr3e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0003,43.0,qwsw_milora_r32_lr3e4,False,False,True,33.96,42.43,86.38,40.41,27.52,63.25,37.29,43.66,0.3768,-0.4238891058791602
qwsw_milora_r32_lr3e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0003,44.0,qwsw_milora_r32_lr3e4,False,False,True,34.5,42.96,86.43,40.02,28.98,63.68,38.91,43.19,0.3854,-0.4140882896805658
qwsw_milora_r32_lr3e4_s45,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0003,45.0,qwsw_milora_r32_lr3e4,False,False,True,34.58,42.71,83.48,40.56,28.61,63.37,36.95,44.04,0.3686,-0.433444669116945
qwsw_milora_r32_lr5e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0005,42.0,qwsw_milora_r32_lr5e4,False,False,True,14.3,31.31,83.47,15.16,13.45,52.71,35.32,39.89,0.5616,-0.2505729008782511
qwsw_milora_r32_lr5e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0005,43.0,qwsw_milora_r32_lr5e4,False,False,True,11.9,30.96,83.22,14.36,9.44,55.01,37.54,38.45,0.5611,-0.2509597312965427
qwsw_milora_r32_lr5e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0005,44.0,qwsw_milora_r32_lr5e4,False,False,True,10.72,30.57,83.47,14.04,7.39,53.53,38.82,39.09,0.5639,-0.2487979054116468
qwsw_milora_r32_lr5e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,5e-05,42.0,qwsw_milora_r32_lr5e5,False,False,True,39.41,50.2,85.91,46.91,31.91,70.7,52.39,49.11,0.132,-0.8794260687941501
qwsw_milora_r32_lr5e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,5e-05,43.0,qwsw_milora_r32_lr5e5,False,False,True,39.42,50.37,86.9,46.89,31.96,70.94,53.07,48.98,0.1295,-0.8877302315827293
qwsw_milora_r32_lr5e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,5e-05,44.0,qwsw_milora_r32_lr5e5,False,False,False,38.7,49.47,86.27,46.21,31.18,70.86,51.45,47.64,0.1323,-0.878440155812499
qwsw_milora_r32_lr7e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,7e-05,42.0,qwsw_milora_r32_lr7e5,False,False,True,38.98,48.76,86.76,46.43,31.53,70.52,46.33,49.0,0.1538,-0.8130436645345878
qwsw_sclora_r32_lr15e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.00015,42.0,qwsw_sclora_r32_lr15e5,False,False,True,35.28,42.46,86.85,40.98,29.59,63.32,38.05,40.37,0.3737,-0.4274769021503624
qwsw_sclora_r32_lr1e3_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.001,42.0,qwsw_sclora_r32_lr1e3,False,True,True,2.23,19.99,38.81,4.44,0.02,23.66,26.02,45.8,2.6995,0.4312833318072613
qwsw_sclora_r32_lr1e3_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.001,43.0,qwsw_sclora_r32_lr1e3,False,False,True,6.24,20.82,59.43,11.93,0.54,24.37,28.67,38.58,1.0935,0.0388187873736558
qwsw_sclora_r32_lr1e3_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.001,44.0,qwsw_sclora_r32_lr1e3,False,False,True,4.78,21.03,69.11,9.41,0.15,23.59,30.38,41.62,1.084,0.0350292822023681
qwsw_sclora_r32_lr1e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0001,42.0,qwsw_sclora_r32_lr1e4,False,False,True,9.44,33.08,87.07,15.71,3.18,62.49,38.4,45.61,0.4408,-0.3557584141562713
qwsw_sclora_r32_lr1e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0001,43.0,qwsw_sclora_r32_lr1e4,False,False,True,36.22,44.58,87.32,43.48,28.96,66.89,38.82,44.74,0.2994,-0.5237482039929664
qwsw_sclora_r32_lr1e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0001,44.0,qwsw_sclora_r32_lr1e4,False,False,True,37.88,44.26,87.05,43.22,32.54,65.65,38.48,41.43,0.3024,-0.519418213170831
qwsw_sclora_r32_lr2e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0002,42.0,qwsw_sclora_r32_lr2e4,False,False,True,7.39,29.43,84.76,14.71,0.07,58.36,38.4,35.59,0.6277,-0.2022478713492892
qwsw_sclora_r32_lr2e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0002,43.0,qwsw_sclora_r32_lr2e4,False,False,True,29.82,37.14,86.79,38.89,20.74,50.19,37.03,38.85,0.426,-0.370590400897281
qwsw_sclora_r32_lr2e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0002,44.0,qwsw_sclora_r32_lr2e4,False,False,True,30.02,35.46,76.06,39.49,20.54,40.69,38.05,38.54,0.4343,-0.3622101706377709
qwsw_sclora_r32_lr2e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,2e-05,42.0,qwsw_sclora_r32_lr2e5,False,False,True,39.78,47.2,87.04,44.79,34.78,70.38,40.78,45.26,0.1703,-0.768785352037399
qwsw_sclora_r32_lr2e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,2e-05,43.0,qwsw_sclora_r32_lr2e5,False,False,True,39.75,47.63,87.18,47.04,32.46,71.87,41.13,45.63,0.1167,-0.9329291439546298
qwsw_sclora_r32_lr2e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,2e-05,44.0,qwsw_sclora_r32_lr2e5,False,False,True,39.8,48.15,86.64,47.26,32.33,72.08,42.24,46.84,0.117,-0.9318141382538384
qwsw_sclora_r32_lr3e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0003,42.0,qwsw_sclora_r32_lr3e4,False,False,True,6.75,25.69,84.0,12.64,0.86,36.66,39.25,39.04,0.7187,-0.1434523551432521
qwsw_sclora_r32_lr3e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0003,43.0,qwsw_sclora_r32_lr3e4,False,False,True,29.0,37.15,85.43,36.77,21.23,53.39,37.03,37.35,0.5346,-0.2719710455794816
qwsw_sclora_r32_lr3e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0003,44.0,qwsw_sclora_r32_lr3e4,False,False,True,28.58,37.24,83.23,35.31,21.84,57.11,38.05,33.87,0.5221,-0.2822463067892844
qwsw_sclora_r32_lr5e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0005,42.0,qwsw_sclora_r32_lr5e4,False,False,True,6.88,21.72,79.8,13.02,0.74,24.7,31.57,38.57,0.9078,-0.0420098215931696
qwsw_sclora_r32_lr5e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0005,43.0,qwsw_sclora_r32_lr5e4,False,False,True,6.7,21.14,83.35,12.64,0.76,23.91,29.27,39.14,0.704,-0.1524273408578878
qwsw_sclora_r32_lr5e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0005,44.0,qwsw_sclora_r32_lr5e4,False,False,True,19.06,26.05,82.7,28.75,9.36,27.02,30.55,34.56,0.7207,-0.1422454779405577
qwsw_sclora_r32_lr5e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,5e-05,42.0,qwsw_sclora_r32_lr5e5,False,False,True,39.04,45.86,86.49,43.66,34.42,68.21,38.05,44.94,0.2754,-0.5600360640790951
qwsw_sclora_r32_lr5e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,5e-05,43.0,qwsw_sclora_r32_lr5e5,False,False,True,38.27,46.02,53.38,45.89,30.65,71.1,37.2,45.28,0.1968,-0.7059749059046773
qwsw_sclora_r32_lr5e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,5e-05,44.0,qwsw_sclora_r32_lr5e5,False,False,True,39.08,46.51,87.45,45.88,32.29,70.3,38.05,46.04,0.2012,-0.6963720236161103
qwsw_sclora_r32_lr7e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,7e-05,42.0,qwsw_sclora_r32_lr7e5,False,False,True,37.79,45.01,87.53,43.89,31.69,69.14,37.63,42.71,0.2465,-0.6081830763867512
qwswm_clora_k1024_lr1e3_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.001,42.0,qwswm_clora_k1024_lr1e3,False,False,True,32.24,43.71,71.19,39.86,24.63,56.89,44.62,52.56,0.4423,-0.3542830606303961
qwswm_clora_k1024_lr1e3_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.001,43.0,qwswm_clora_k1024_lr1e3,False,False,True,31.48,42.49,70.81,40.09,22.86,57.71,42.24,49.54,0.4335,-0.3630108981877709
qwswm_clora_k1024_lr1e3_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.001,44.0,qwswm_clora_k1024_lr1e3,False,False,True,31.48,42.35,69.37,39.99,22.96,55.89,41.13,51.79,0.4318,-0.364717362001788
qwswm_clora_k1024_lr1e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0001,42.0,qwswm_clora_k1024_lr1e4,False,False,True,43.86,53.61,63.0,46.52,41.19,72.17,51.28,56.89,0.0537,-1.2700257143004443
qwswm_clora_k1024_lr1e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0001,43.0,qwswm_clora_k1024_lr1e4,False,False,True,43.34,53.74,64.29,44.65,42.02,71.95,52.65,57.44,0.0538,-1.269217724333611
qwswm_clora_k1024_lr1e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0001,44.0,qwswm_clora_k1024_lr1e4,False,False,True,42.56,53.08,63.23,43.79,41.33,72.38,51.71,56.17,0.0531,-1.274905478918531
qwswm_clora_k1024_lr2e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0002,42.0,qwswm_clora_k1024_lr2e4,False,False,True,45.57,54.18,65.81,48.01,43.13,71.77,52.3,55.7,0.0814,-1.0893755951107988
qwswm_clora_k1024_lr2e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0002,43.0,qwswm_clora_k1024_lr2e4,False,False,True,43.75,53.8,60.96,46.35,41.15,71.51,52.82,57.15,0.0829,-1.0814454694497264
qwswm_clora_k1024_lr2e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0002,44.0,qwswm_clora_k1024_lr2e4,False,False,True,43.56,53.75,65.96,45.31,41.82,71.91,52.99,56.73,0.0832,-1.079876673709276
qwswm_clora_k1024_lr2e5_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,2e-05,42.0,qwswm_clora_k1024_lr2e5,False,False,True,43.42,53.36,53.07,47.17,39.67,71.95,51.11,56.9,0.0301,-1.5214335044061569
qwswm_clora_k1024_lr2e5_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,2e-05,43.0,qwswm_clora_k1024_lr2e5,False,False,True,43.12,53.49,51.63,47.49,38.76,71.96,51.79,57.44,0.0303,-1.518557371497695
qwswm_clora_k1024_lr2e5_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,2e-05,44.0,qwswm_clora_k1024_lr2e5,False,False,False,43.6,53.55,50.72,47.55,39.66,71.97,51.45,57.14,0.0305,-1.515700160653214
qwswm_clora_k1024_lr3e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0003,42.0,qwswm_clora_k1024_lr3e4,False,False,True,43.98,53.75,71.8,46.43,41.52,72.12,52.3,56.36,0.1116,-0.95233580539844
qwswm_clora_k1024_lr3e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0003,43.0,qwswm_clora_k1024_lr3e4,False,False,True,43.86,53.64,64.75,46.71,41.02,71.37,53.07,56.02,0.111,-0.9546770212133424
qwswm_clora_k1024_lr3e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0003,44.0,qwswm_clora_k1024_lr3e4,False,False,True,43.0,52.83,73.01,44.92,41.07,71.34,50.68,56.13,0.1131,-0.9465373950745448
qwswm_clora_k1024_lr5e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0005,42.0,qwswm_clora_k1024_lr5e4,False,False,True,43.53,52.19,71.42,46.17,40.88,70.04,50.09,53.75,0.1895,-0.7223907856959089
qwswm_clora_k1024_lr5e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0005,43.0,qwswm_clora_k1024_lr5e4,False,False,True,42.08,52.61,67.63,43.74,40.43,69.71,52.47,56.7,0.1841,-0.7349462114959853
qwswm_clora_k1024_lr5e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0005,44.0,qwswm_clora_k1024_lr5e4,False,False,True,39.51,51.45,67.4,38.75,40.27,69.7,53.5,55.02,0.1849,-0.7330630888408269
qwswm_clora_k1024_lr5e5_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,5e-05,42.0,qwswm_clora_k1024_lr5e5,False,False,True,43.46,53.35,57.92,47.03,39.88,72.01,50.68,57.15,0.0386,-1.413412695328245
qwswm_clora_k1024_lr5e5_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,5e-05,43.0,qwswm_clora_k1024_lr5e5,False,False,True,44.06,53.67,56.71,47.77,40.34,71.85,51.45,56.94,0.0387,-1.4122890349810886
qwswm_clora_k1024_lr5e5_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,5e-05,44.0,qwswm_clora_k1024_lr5e5,False,False,True,43.78,53.66,62.85,47.4,40.16,72.06,51.11,57.58,0.0383,-1.4168012260313771
qwswm_dora_r16_lr1e3_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.001,42.0,qwswm_dora_r16_lr1e3,False,False,True,22.56,31.3,24.49,35.66,9.45,31.46,28.41,51.51,0.6778,-0.1688984354986406
qwswm_dora_r16_lr1e3_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.001,44.0,qwswm_dora_r16_lr1e3,False,False,True,28.98,39.67,65.28,38.66,19.3,49.25,42.06,49.08,0.6779,-0.1688343660905575
qwswm_dora_r16_lr1e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.0001,42.0,qwswm_dora_r16_lr1e4,False,False,True,44.12,53.81,64.06,46.89,41.36,71.97,51.45,57.38,0.0703,-1.153044674980176
qwswm_dora_r16_lr1e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.0001,43.0,qwswm_dora_r16_lr1e4,False,False,True,43.42,53.65,62.93,46.95,39.88,72.07,52.73,56.61,0.071,-1.1487416512809248
qwswm_dora_r16_lr2e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.0002,42.0,qwswm_dora_r16_lr2e4,False,False,True,44.28,53.96,67.1,45.62,42.94,71.86,52.22,57.18,0.1125,-0.9488474775526188
qwswm_dora_r16_lr2e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.0002,43.0,qwswm_dora_r16_lr2e4,False,False,False,44.46,54.35,60.73,46.55,42.38,71.36,53.33,58.11,0.112,-0.9507819773298184
qwswm_dora_r16_lr2e5_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,2e-05,42.0,qwswm_dora_r16_lr2e5,False,False,True,43.64,53.58,55.88,47.98,39.3,72.07,51.28,57.25,0.0394,-1.4045037781744258
qwswm_dora_r16_lr2e5_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,2e-05,43.0,qwswm_dora_r16_lr2e5,False,False,True,43.52,53.67,56.41,47.98,39.05,72.1,51.79,57.44,0.0396,-1.4023048140744876
qwswm_dora_r16_lr3e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.0003,42.0,qwswm_dora_r16_lr3e4,False,False,True,36.39,50.54,70.96,30.1,42.69,71.17,52.82,55.9,0.1568,-0.8046539416515803
qwswm_dora_r16_lr5e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.0005,42.0,qwswm_dora_r16_lr5e4,False,False,True,40.04,51.66,70.58,41.04,39.05,69.13,54.27,54.81,0.2603,-0.5845258318907643
qwswm_dora_r16_lr5e5_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,5e-05,42.0,qwswm_dora_r16_lr5e5,False,False,True,43.3,53.2,64.82,46.41,40.18,72.14,50.09,57.19,0.0513,-1.2898826348881838
qwswm_dora_r16_lr5e5_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,5e-05,44.0,qwswm_dora_r16_lr5e5,False,False,True,43.72,53.56,57.39,46.86,40.58,71.98,50.6,57.8,0.0507,-1.294992040666664
qwswm_lora_null_r16_lr1e3_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.001,42.0,qwswm_lora_null_r16_lr1e3,False,False,True,38.58,49.31,72.86,45.45,31.7,64.68,50.09,54.64,0.3938,-0.4047242881979006
qwswm_lora_null_r16_lr1e3_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.001,43.0,qwswm_lora_null_r16_lr1e3,False,False,True,39.8,49.09,73.31,44.65,34.96,63.48,50.34,52.0,0.3918,-0.4069355683412824
qwswm_lora_null_r16_lr1e3_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.001,44.0,qwswm_lora_null_r16_lr1e3,False,False,True,38.54,49.07,70.81,44.19,32.9,64.88,50.51,52.86,0.3703,-0.4314462879505574
qwswm_lora_null_r16_lr1e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0001,42.0,qwswm_lora_null_r16_lr1e4,False,False,True,42.34,52.91,68.99,45.34,39.33,72.29,50.6,56.98,0.0553,-1.2572748686953017
qwswm_lora_null_r16_lr1e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0001,43.0,qwswm_lora_null_r16_lr1e4,False,False,True,43.77,53.68,66.19,47.75,39.79,72.22,51.62,57.02,0.0551,-1.2588484011482148
qwswm_lora_null_r16_lr1e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0001,44.0,qwswm_lora_null_r16_lr1e4,False,False,True,43.96,53.55,67.25,48.0,39.93,72.05,51.02,56.74,0.0553,-1.2572748686953017
qwswm_lora_null_r16_lr2e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0002,42.0,qwswm_lora_null_r16_lr2e4,False,False,True,43.47,53.67,68.99,47.2,39.74,71.85,52.47,57.08,0.0849,-1.0710923097560474
qwswm_lora_null_r16_lr2e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0002,43.0,qwswm_lora_null_r16_lr2e4,False,False,True,44.2,53.7,66.79,47.7,40.69,71.61,52.39,56.13,0.0849,-1.0710923097560474
qwswm_lora_null_r16_lr2e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0002,44.0,qwswm_lora_null_r16_lr2e4,False,False,True,43.5,53.53,75.66,46.09,40.92,72.01,52.05,56.57,0.0852,-1.0695604052333
qwswm_lora_null_r16_lr2e5_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,2e-05,42.0,qwswm_lora_null_r16_lr2e5,False,False,True,43.44,53.27,52.54,47.66,39.21,72.11,50.09,57.29,0.0292,-1.5346171485515816
qwswm_lora_null_r16_lr2e5_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,2e-05,43.0,qwswm_lora_null_r16_lr2e5,False,False,True,43.04,52.99,50.27,47.6,38.49,72.14,49.4,57.33,0.0292,-1.5346171485515816
qwswm_lora_null_r16_lr2e5_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,2e-05,44.0,qwswm_lora_null_r16_lr2e5,False,False,True,43.19,53.14,50.57,47.57,38.81,72.12,50.0,57.2,0.0291,-1.5361070110140926
qwswm_lora_null_r16_lr3e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0003,42.0,qwswm_lora_null_r16_lr3e4,False,False,True,42.37,53.2,70.36,43.97,40.77,72.11,52.47,56.67,0.1159,-0.935916564036404
qwswm_lora_null_r16_lr3e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0003,43.0,qwswm_lora_null_r16_lr3e4,False,False,True,42.45,52.82,68.08,46.03,38.87,71.41,52.73,55.05,0.1156,-0.9370421659154896
qwswm_lora_null_r16_lr3e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0003,44.0,qwswm_lora_null_r16_lr3e4,False,False,True,42.37,53.06,76.04,42.79,41.95,71.59,52.13,56.83,0.1169,-0.93218548883816
qwswm_lora_null_r16_lr5e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0005,42.0,qwswm_lora_null_r16_lr5e4,False,False,True,42.86,52.87,70.05,46.2,39.52,69.99,54.35,54.28,0.1781,-0.7493360805367565
