run,family,family_label,model,task,recipe,method,method_display,lr,seed,cell,withheld,quarantined,on_pool,stable_rank_w,eff_rank_w,e_top_w,e_bot_w,amp_top_w,log10_fdelta,retention_mean
frc_lorawd_wd0_lr2e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,44.0,frc_lorawd_wd0_lr2e4_c256,False,False,True,5.17640285283596,17.328028943972978,0.0684103517552553,0.0471234608050901,0.0666020111864068,-0.2893749849392031,24.96
frc_lorawd_wd0_lr2e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,45.0,frc_lorawd_wd0_lr2e4_c256,False,False,True,5.117236830453492,17.271951344902618,0.0684323567818522,0.0468332207772123,0.0668566306079556,-0.2866774950129723,23.55
frc_lorawd_wd0_lr2e5_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,2e-05,42.0,frc_lorawd_wd0_lr2e5_c256,False,False,True,1.5210393040559609,3.839868945042249,0.0643976190582329,0.0483732773120129,0.0787708246005292,-0.6569855028492324,26.38
frc_lorawd_wd0_lr2e5_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,2e-05,43.0,frc_lorawd_wd0_lr2e5_c256,False,False,True,1.5123295645211334,3.790130624796815,0.0641318858053874,0.0492143432517903,0.0784192935912177,-0.6499459064209697,26.9
frc_lorawd_wd0_lr2e5_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,2e-05,44.0,frc_lorawd_wd0_lr2e5_c256,False,False,True,1.5176606611475374,3.834453579862051,0.0643061943802088,0.0488407466366117,0.0786593924160137,-0.6522797829659618,26.52
frc_lorawd_wd0_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,42.0,frc_lorawd_wd0_lr3e4_c256,False,False,True,7.565575974123203,21.462118620578057,0.069291453623988,0.0461610462209686,0.0656739002292203,-0.1267956907229593,21.1
frc_lorawd_wd0_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,43.0,frc_lorawd_wd0_lr3e4_c256,False,False,True,7.605369331433982,21.57965114200003,0.06897322812548,0.0462031732644604,0.065979433438555,-0.1311792938024826,23.46
frc_lorawd_wd0_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,44.0,frc_lorawd_wd0_lr3e4_c256,False,False,True,7.467128284300186,21.384654169885803,0.0701960286869873,0.0461003835407181,0.0661397176872774,-0.1191864077192086,22.62
frc_lorawd_wd0_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,45.0,frc_lorawd_wd0_lr3e4_c256,False,False,True,7.55659702081081,21.554579355656045,0.0696879822662723,0.0462594232672875,0.0662208819974941,-0.1376300628771175,21.91
frc_lorawd_wd0_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,42.0,frc_lorawd_wd0_lr5e4_c256,False,False,True,12.644624221499171,25.9771977079247,0.073835856906962,0.0456837935701022,0.0678174260678855,0.0579322273806086,17.46
frc_lorawd_wd0_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,43.0,frc_lorawd_wd0_lr5e4_c256,False,False,True,13.089032290458734,26.36528194306241,0.0736590053633289,0.045801907587142,0.0673506555617083,0.0622810699726438,17.51
frc_lorawd_wd0_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,44.0,frc_lorawd_wd0_lr5e4_c256,False,False,True,12.800957729460468,26.254757668234184,0.0721389714439729,0.045847731277339,0.0666856883276307,0.0698160425719953,17.24
frc_lorawd_wd0_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,45.0,frc_lorawd_wd0_lr5e4_c256,False,False,True,12.658222474637302,26.15647133879069,0.073115867963616,0.0459025892782679,0.0673132353329084,0.0620175988571122,17.9
frc_lorawd_wd0_lr5e4_c256_s46,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,46.0,frc_lorawd_wd0_lr5e4_c256,False,False,True,12.634747098356938,26.144416949243357,0.0733128556835059,0.0458349908426184,0.0672538520080813,0.0569810366681131,18.26
frc_lorawd_wd0_lr7e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,42.0,frc_lorawd_wd0_lr7e4_c256,False,False,True,15.360338517544866,28.116924296613423,0.0791231365236339,0.04619825365312,0.0713407165621519,0.1746702414870472,16.32
frc_lorawd_wd0_lr7e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,43.0,frc_lorawd_wd0_lr7e4_c256,False,False,True,15.316579139590896,28.01898143128856,0.0768114067386354,0.0462786648119453,0.0702326502111332,0.1791494803611487,16.06
frc_lorawd_wd0_lr7e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,44.0,frc_lorawd_wd0_lr7e4_c256,False,False,True,15.141563561874875,27.899093013566016,0.078725517638695,0.0462487977654585,0.0709612931837575,0.1782861287775673,16.2
frc_lorawd_wd0p1_lr1e3_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,42.0,frc_lorawd_wd0p1_lr1e3_c256,False,False,True,15.389150862234096,28.44792399563113,0.0788278500705529,0.0457516084508141,0.0742885041819695,-0.0081539463551032,19.27
frc_lorawd_wd0p1_lr1e3_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,43.0,frc_lorawd_wd0p1_lr1e3_c256,False,False,True,15.465953608516362,28.574432605239267,0.0768689537548669,0.0458849944615736,0.074075933002417,-0.0021332737608552,19.2
frc_lorawd_wd0p1_lr1e3_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,44.0,frc_lorawd_wd0p1_lr1e3_c256,False,False,True,15.515062433101097,28.54961307162824,0.0774344602064008,0.0459553752031397,0.0733625823969798,-0.0018714928717335,19.7
frc_lorawd_wd0p1_lr1e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,42.0,frc_lorawd_wd0p1_lr1e4_c256,False,False,True,3.133141204045959,10.998611050339337,0.0707739414418858,0.0492973376030075,0.0706421450004741,-0.5725138909042145,27.0
frc_lorawd_wd0p1_lr1e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,43.0,frc_lorawd_wd0p1_lr1e4_c256,False,False,True,3.1096454742449717,10.98983448269571,0.0707891636014649,0.0493842456052281,0.0707505881006629,-0.5654310959658012,26.7
frc_lorawd_wd0p1_lr1e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,44.0,frc_lorawd_wd0p1_lr1e4_c256,False,False,True,3.1129424325403763,10.971009072935615,0.0701659317109615,0.0497116593399455,0.0705089965235839,-0.5519123333076589,27.35
frc_lorawd_wd0p1_lr1e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,45.0,frc_lorawd_wd0p1_lr1e4_c256,False,False,True,3.167620139798888,11.07898785299554,0.0707922367303121,0.0493758847566798,0.0707335401775162,-0.5655907924124999,27.11
frc_lorawd_wd0p1_lr2e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,42.0,frc_lorawd_wd0p1_lr2e4_c256,False,False,True,5.086134999555241,16.827388644983177,0.069142147396923,0.047354496566769,0.0681170044270037,-0.3677452233152863,25.24
frc_lorawd_wd0p1_lr2e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,43.0,frc_lorawd_wd0p1_lr2e4_c256,False,False,True,5.022200205687788,16.77746368348651,0.0695277049533851,0.0472621454714351,0.0681609579347306,-0.3856301604517114,25.92
frc_lorawd_wd0p1_lr2e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,44.0,frc_lorawd_wd0p1_lr2e4_c256,False,False,True,5.01934173675045,16.741937053780408,0.0693594020719198,0.047446467177488,0.0680299814238611,-0.3791355247348789,25.74
frc_lorawd_wd0p1_lr2e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,45.0,frc_lorawd_wd0p1_lr2e4_c256,False,False,True,5.001760203961824,16.74654719881576,0.0695739004753551,0.0472491371295785,0.0682270722314111,-0.3727365834317789,25.22
frc_lorawd_wd0p1_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,42.0,frc_lorawd_wd0p1_lr3e4_c256,False,False,True,7.2666402555016445,20.81381631079769,0.0704260871260453,0.0467683538883932,0.067684949660774,-0.2415423113895343,24.08
frc_lorawd_wd0p1_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,43.0,frc_lorawd_wd0p1_lr3e4_c256,False,False,True,7.449631662227281,21.028102639878465,0.069687986579779,0.0465076449490638,0.0674643319206884,-0.2664015390386609,24.24
frc_lorawd_wd0p1_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,44.0,frc_lorawd_wd0p1_lr3e4_c256,False,False,True,7.382694619062229,20.980069263907964,0.0697147871886928,0.0467680618861426,0.0678551326870229,-0.2611401979277997,24.14
frc_lorawd_wd0p1_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,45.0,frc_lorawd_wd0p1_lr3e4_c256,False,False,True,7.259007343690876,20.813620638270383,0.0706252677293806,0.0465725879451066,0.067986455587074,-0.2610609687965204,25.4
frc_lorawd_wd0p1_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,42.0,frc_lorawd_wd0p1_lr5e4_c256,False,False,True,12.58357154929712,25.868045197182735,0.0730423632725625,0.0459158904752077,0.0692003672306122,-0.1476420163321729,22.43
frc_lorawd_wd0p1_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,43.0,frc_lorawd_wd0p1_lr5e4_c256,False,False,True,12.518758352418198,25.846288209078544,0.0734737214205075,0.0458895838567818,0.0694174386221892,-0.1231473523986565,22.76
frc_lorawd_wd0p1_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,44.0,frc_lorawd_wd0p1_lr5e4_c256,False,False,True,12.527030583482672,25.83102757319692,0.0730026275306683,0.0459637383987487,0.0692772205863897,-0.1150914058373928,20.94
frc_lorawd_wd0p1_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,45.0,frc_lorawd_wd0p1_lr5e4_c256,False,False,True,12.49841525160022,25.82261011842516,0.0741283246216478,0.0459862385415171,0.0695060925215845,-0.1312967977214633,22.29
frc_lorawd_wd0p1_lr7e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,42.0,frc_lorawd_wd0p1_lr7e4_c256,False,False,True,14.829611803876013,27.662858251737447,0.076152080923367,0.0456294979483971,0.0714620276169935,-0.0658046506521155,20.75
frc_lorawd_wd0p1_lr7e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,43.0,frc_lorawd_wd0p1_lr7e4_c256,False,False,True,14.91181885589098,27.78857476558785,0.0761879399183076,0.0457433962183123,0.0715849328879224,-0.0703767484847596,21.94
frc_lorawd_wd0p1_lr7e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,44.0,frc_lorawd_wd0p1_lr7e4_c256,False,False,True,14.859643348283134,27.806860628688224,0.0756577058244716,0.0456327695654884,0.070987030063138,-0.060880282351513,21.58
frc_lorawd_wd0p2_lr1e3_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,42.0,frc_lorawd_wd0p2_lr1e3_c256,False,False,True,13.57988919708636,27.256467471850637,0.0772613915445131,0.0451717313889326,0.0747728868899911,-0.1920592787845007,24.08
frc_lorawd_wd0p2_lr1e3_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,43.0,frc_lorawd_wd0p2_lr1e3_c256,False,False,True,13.525618180598016,27.253915783018204,0.0765580539058368,0.0451734827103667,0.0745646466679616,-0.1992142096722373,24.02
frc_lorawd_wd0p2_lr1e3_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,44.0,frc_lorawd_wd0p2_lr1e3_c256,False,False,True,13.549149541198396,27.23732755736368,0.0763978894452747,0.0451573554604836,0.0747272563606713,-0.1964746044234676,23.12
frc_lorawd_wd0p2_lr1e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,42.0,frc_lorawd_wd0p2_lr1e4_c256,False,False,True,3.0693731560632687,10.5964428470115,0.0711187257886801,0.0498872410746087,0.0716305034388068,-0.595166283380062,27.42
frc_lorawd_wd0p2_lr1e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,43.0,frc_lorawd_wd0p2_lr1e4_c256,False,False,True,3.102220959680277,10.598612958210978,0.071314996308442,0.0497249393846217,0.0716044515241156,-0.6006724678413211,27.02
frc_lorawd_wd0p2_lr1e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,44.0,frc_lorawd_wd0p2_lr1e4_c256,False,False,True,3.135482323935816,10.655981801129244,0.0715068081530901,0.0498636465656916,0.0715616870345305,-0.5985994592184559,27.73
frc_lorawd_wd0p2_lr1e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,45.0,frc_lorawd_wd0p2_lr1e4_c256,False,False,True,3.064173448584487,10.561114342084853,0.0717378795841887,0.0496034261215788,0.0719497339736897,-0.5994620106080538,27.26
frc_lorawd_wd0p2_lr2e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,42.0,frc_lorawd_wd0p2_lr2e4_c256,False,False,True,4.969388533716429,16.2438294557527,0.0701872642480223,0.0478173045129623,0.0695325248484563,-0.4571745730408201,26.32
frc_lorawd_wd0p2_lr2e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,43.0,frc_lorawd_wd0p2_lr2e4_c256,False,False,True,4.906891545146372,16.068242596654684,0.0703346096187811,0.0478577557359142,0.0695813864516068,-0.4417715781966743,26.45
frc_lorawd_wd0p2_lr2e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,44.0,frc_lorawd_wd0p2_lr2e4_c256,False,False,True,4.952560041280972,16.213504612215434,0.0702791074036982,0.0480570121748666,0.0696393667681633,-0.4602967610521745,26.35
frc_lorawd_wd0p2_lr2e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,45.0,frc_lorawd_wd0p2_lr2e4_c256,False,False,True,4.928544734230888,16.13736207329388,0.0709503136065603,0.0478937627968222,0.0699718162954845,-0.4492825765307173,26.53
frc_lorawd_wd0p2_lr2e4_c256_s46,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,46.0,frc_lorawd_wd0p2_lr2e4_c256,False,False,True,4.949465701490048,16.12510821876977,0.0703707042721352,0.0478018022360748,0.0697389281544847,-0.4385408287580841,26.16
frc_lorawd_wd0p2_lr2e5_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,2e-05,42.0,frc_lorawd_wd0p2_lr2e5_c256,False,False,True,1.5086919394972804,3.75320467271326,0.0641290814663328,0.0482819859720271,0.0791433027719477,-0.669789215428472,26.67
frc_lorawd_wd0p2_lr2e5_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,2e-05,43.0,frc_lorawd_wd0p2_lr2e5_c256,False,False,True,1.5002155724770894,3.662421814429316,0.0639701091615145,0.0479657194479065,0.0794535566344415,-0.6641410886801821,26.91
frc_lorawd_wd0p2_lr2e5_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,2e-05,44.0,frc_lorawd_wd0p2_lr2e5_c256,False,False,True,1.4994940033216693,3.687794314746029,0.0639108401255285,0.0497871266759803,0.0790546184384842,-0.6595558851598816,26.82
frc_lorawd_wd0p2_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,42.0,frc_lorawd_wd0p2_lr3e4_c256,False,False,True,7.364362336418906,20.405362343593666,0.0709257821645439,0.0472369756908373,0.0695783658023867,-0.3739677521709811,26.05
frc_lorawd_wd0p2_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,43.0,frc_lorawd_wd0p2_lr3e4_c256,False,False,True,7.028361856950235,20.22601953182426,0.0703759443640029,0.0469846335283139,0.0688629167617621,-0.3590219426416679,26.03
frc_lorawd_wd0p2_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,44.0,frc_lorawd_wd0p2_lr3e4_c256,False,False,True,7.122816073983321,20.331550139617264,0.0714986015608445,0.0468577123836128,0.0694689016005234,-0.3650191999487716,25.96
frc_lorawd_wd0p2_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,45.0,frc_lorawd_wd0p2_lr3e4_c256,False,False,True,7.332049808422929,20.446508172240588,0.071129935139327,0.0470482960534286,0.0694164098009164,-0.368150537840182,25.6
frc_lorawd_wd0p2_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,42.0,frc_lorawd_wd0p2_lr5e4_c256,False,False,True,11.713853130755938,24.95250634770066,0.074431354289046,0.0458868711987869,0.0713191708731911,-0.279179418229656,24.3
frc_lorawd_wd0p2_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,43.0,frc_lorawd_wd0p2_lr5e4_c256,False,False,True,11.697467224893394,24.961693317523533,0.0739372538673988,0.0460480706390403,0.0708593774689484,-0.2778598745425845,24.26
frc_lorawd_wd0p2_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,44.0,frc_lorawd_wd0p2_lr5e4_c256,False,False,True,11.69267035241982,24.96186513031559,0.0736577824783357,0.0459003635950675,0.0706066855020516,-0.2776952131256723,24.65
frc_lorawd_wd0p2_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,45.0,frc_lorawd_wd0p2_lr5e4_c256,False,False,True,11.645013020375549,24.93630767266526,0.0741230203397406,0.0460323998852272,0.0712188449352811,-0.2785191452299507,24.89
frc_lorawd_wd0p2_lr7e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,42.0,frc_lorawd_wd0p2_lr7e4_c256,False,False,True,13.339009342206865,26.535924129969438,0.0768568847689118,0.0454986902999001,0.0734961299648613,-0.2272383528559677,22.86
frc_lorawd_wd0p2_lr7e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,43.0,frc_lorawd_wd0p2_lr7e4_c256,False,False,True,13.19107730390795,26.539665583091885,0.0761368959535924,0.0454915750871536,0.073518544318429,-0.2366468912517845,24.04
frc_lorawd_wd0p2_lr7e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,44.0,frc_lorawd_wd0p2_lr7e4_c256,False,False,True,13.112152558315172,26.47906786416578,0.0765400358313975,0.0454038891395236,0.0733621687104484,-0.2227182083289852,22.72
frc_lorawd_wd0p3_lr1e3_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,42.0,frc_lorawd_wd0p3_lr1e3_c256,False,False,True,11.707831966453206,25.505631511895377,0.0785503075525159,0.0448786798232138,0.0760746990420262,-0.3328273275211315,25.46
frc_lorawd_wd0p3_lr1e3_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,43.0,frc_lorawd_wd0p3_lr1e3_c256,False,False,True,11.740895643983851,25.462841273894497,0.0770156954703975,0.0449873427755782,0.0760646067042475,-0.3547742884645838,25.54
frc_lorawd_wd0p3_lr1e3_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,44.0,frc_lorawd_wd0p3_lr1e3_c256,False,False,True,11.649006612883529,25.50751011191056,0.0773956197012513,0.0451636552682926,0.0754931943770507,-0.3506651412878581,25.5
frc_lorawd_wd0p3_lr1e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,42.0,frc_lorawd_wd0p3_lr1e4_c256,False,False,True,3.075797443970618,10.260803801280163,0.0717787423924838,0.0503790072899211,0.0723705621530965,-0.630042392653947,27.14
frc_lorawd_wd0p3_lr1e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,43.0,frc_lorawd_wd0p3_lr1e4_c256,False,False,True,3.03425500834485,10.201800970885309,0.0723095290718505,0.0500583598831104,0.0728027534112552,-0.6304131092636557,27.51
frc_lorawd_wd0p3_lr1e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,44.0,frc_lorawd_wd0p3_lr1e4_c256,False,False,True,3.078984941295016,10.249526270317922,0.0718214388337007,0.0504045891059268,0.0725762827344469,-0.6328305114653193,27.84
frc_lorawd_wd0p3_lr1e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,45.0,frc_lorawd_wd0p3_lr1e4_c256,False,False,True,3.05508590055073,10.218491073254432,0.071918514307772,0.0502845333403337,0.0725273538721876,-0.6225116166238673,26.94
frc_lorawd_wd0p3_lr1e4_c256_s46,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,46.0,frc_lorawd_wd0p3_lr1e4_c256,False,False,True,3.063233069875675,10.245909770257596,0.0721553527208221,0.0501662745671936,0.0725867543499765,-0.6280090885350851,27.08
frc_lorawd_wd0p3_lr2e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,42.0,frc_lorawd_wd0p3_lr2e4_c256,False,False,True,4.688192059625914,15.144426248275815,0.07092535705365,0.0485982273949244,0.0710614450728053,-0.4870489200275094,26.97
frc_lorawd_wd0p3_lr2e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,43.0,frc_lorawd_wd0p3_lr2e4_c256,False,False,True,4.988063109536221,15.70292339619686,0.0713627200293987,0.0482738283149606,0.0711404492378416,-0.5231683714877393,26.33
frc_lorawd_wd0p3_lr2e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,44.0,frc_lorawd_wd0p3_lr2e4_c256,False,False,True,4.948692484459571,15.658048402396858,0.07084750406625,0.0486772112815266,0.0707744810788597,-0.5166980476418329,26.79
frc_lorawd_wd0p3_lr2e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,45.0,frc_lorawd_wd0p3_lr2e4_c256,False,False,True,4.884930284203944,15.633964154755237,0.0710694810233411,0.0483095176357012,0.0710674321226514,-0.5191310763128322,26.98
frc_lorawd_wd0p3_lr2e5_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,2e-05,42.0,frc_lorawd_wd0p3_lr2e5_c256,False,False,True,1.4895409501807095,3.61618314510707,0.0642521784568281,0.047961960134317,0.0802251986064597,-0.6695862266508091,26.52
frc_lorawd_wd0p3_lr2e5_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,2e-05,43.0,frc_lorawd_wd0p3_lr2e5_c256,False,False,True,1.4851843346491969,3.5556399546495543,0.064125010425201,0.0480171900837928,0.0801614762457408,-0.66334017654558,26.72
