run,family,family_label,model,task,recipe,method,method_display,lr,seed,cell,withheld,quarantined,on_pool,stable_rank_w,eff_rank_w,e_top_w,e_bot_w,amp_top_w,log10_fdelta,retention_mean
lrsw_lorawd_wd0p3_lr5e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,45.0,lrsw_lorawd_wd0p3_lr5e4,False,False,True,10.611306862412096,23.641400889281183,0.07458106497825,0.0462793067373047,0.0724225636695616,-0.3902988976206005,25.64
lrsw_lorawd_wd0p3_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,5e-05,42.0,lrsw_lorawd_wd0p3_lr5e5,False,False,True,2.1744180871802747,6.635515780120314,0.0708399541920438,0.0515780955186971,0.0751733287225391,-0.660349842386316,27.8
lrsw_lorawd_wd0p3_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,5e-05,43.0,lrsw_lorawd_wd0p3_lr5e5,False,False,True,2.137822271273953,6.531062413392445,0.0710830319615676,0.0516754726894885,0.0751737818290341,-0.6550185860727421,27.56
lrsw_lorawd_wd0p3_lr5e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,5e-05,44.0,lrsw_lorawd_wd0p3_lr5e5,False,False,True,2.1695735610891527,6.625377421392865,0.0707915456347497,0.0515658406165559,0.0750458468228627,-0.6554112574212861,27.33
lrsw_milora_r32_lr1e3_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.001,42.0,lrsw_milora_r32_lr1e3,False,False,True,15.090604815860448,26.99130586868774,0.0798791821754336,0.0488993236395953,0.0707865379295206,0.1852304161675628,17.21
lrsw_milora_r32_lr1e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.001,43.0,lrsw_milora_r32_lr1e3,False,False,True,14.955367904909098,27.047863356003443,0.0787649502322679,0.049246260810709,0.071401877156531,0.1797240960600895,17.33
lrsw_milora_r32_lr1e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.001,44.0,lrsw_milora_r32_lr1e3,False,False,True,15.014835019010578,27.138656644059427,0.0774817937437921,0.0493088255202393,0.0707181996011832,0.1797528068974981,14.84
lrsw_milora_r32_lr1e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,42.0,lrsw_milora_r32_lr1e4,False,False,True,3.548793804561194,11.16050021482189,0.0645461921983044,0.1631762029580915,0.0695359308174353,-0.6057234732321786,27.55
lrsw_milora_r32_lr1e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,43.0,lrsw_milora_r32_lr1e4,False,False,True,3.4963203883135376,11.101652904661856,0.0636127099247216,0.1630769932126598,0.0690941491176829,-0.6006724678413211,27.42
lrsw_milora_r32_lr1e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,44.0,lrsw_milora_r32_lr1e4,False,False,True,3.416471813949622,10.94458275788595,0.0648590802456763,0.1608509146826851,0.0695357021670658,-0.5958507507903049,26.92
lrsw_milora_r32_lr1e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,45.0,lrsw_milora_r32_lr1e4,False,False,True,3.5491619330555406,11.18462539400782,0.063775854706662,0.162873654694716,0.0682478202924157,-0.6101254416090145,27.31
lrsw_milora_r32_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,42.0,lrsw_milora_r32_lr2e4,False,False,True,4.600287361948842,13.622630353114069,0.0661965683371495,0.1073460390709343,0.067479703125824,-0.4005536242747243,25.84
lrsw_milora_r32_lr2e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,43.0,lrsw_milora_r32_lr2e4,False,False,True,4.518135278075346,13.531690136055971,0.0663614450002296,0.1064443125552013,0.0674439883947131,-0.3824754651137076,25.52
lrsw_milora_r32_lr2e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,44.0,lrsw_milora_r32_lr2e4,False,False,True,4.599351578986303,13.606412823270135,0.0655482339223019,0.1072257699933614,0.0668800454032669,-0.3957739469155299,26.52
lrsw_milora_r32_lr2e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,45.0,lrsw_milora_r32_lr2e4,False,False,True,4.573810785589944,13.671319749154732,0.0657675212104425,0.1071694669184949,0.0671571340721957,-0.3806979241243918,26.46
lrsw_milora_r32_lr2e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,2e-05,42.0,lrsw_milora_r32_lr2e5,False,False,True,2.779640315524396,9.70407164875215,0.0527128589440678,0.26815193745241,0.0717864428945372,-0.7622050067260775,26.25
lrsw_milora_r32_lr2e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,2e-05,43.0,lrsw_milora_r32_lr2e5,False,False,True,2.780153508209077,9.7112979890189,0.0528177859621011,0.2685737434104991,0.071680979273197,-0.7703181576823243,26.1
lrsw_milora_r32_lr2e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,2e-05,44.0,lrsw_milora_r32_lr2e5,False,False,True,2.7790588157866614,9.72405393262916,0.0523598127802071,0.2688119348954667,0.0717176388044172,-0.7622050067260775,26.17
lrsw_milora_r32_lr3e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0003,42.0,lrsw_milora_r32_lr3e4,False,False,True,5.930291500394581,16.244204981295127,0.0679842082044578,0.0827571885439178,0.065772121090368,-0.2650402387275547,24.72
lrsw_milora_r32_lr3e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0003,43.0,lrsw_milora_r32_lr3e4,False,False,True,5.8233759755036525,16.235343941331312,0.0670532974758504,0.0822662265305887,0.0656824088284264,-0.2492602487646492,23.8
lrsw_milora_r32_lr3e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0003,44.0,lrsw_milora_r32_lr3e4,False,False,True,5.837390948276585,16.247534315059557,0.0669576878348695,0.0827420975897764,0.0657541256825073,-0.2500319164905971,24.06
lrsw_milora_r32_lr3e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0003,45.0,lrsw_milora_r32_lr3e4,False,False,True,5.964914946042279,16.29953100571023,0.067803920447527,0.0821436907579858,0.0657688228023987,-0.2510371387438385,24.9
lrsw_milora_r32_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0005,42.0,lrsw_milora_r32_lr5e4,False,False,True,9.069614761359706,20.87166583394245,0.0706511209055946,0.060949503724314,0.0649434651542665,-0.0759275700896371,20.76
lrsw_milora_r32_lr5e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0005,43.0,lrsw_milora_r32_lr5e4,False,False,True,9.011080198131197,20.713421982797342,0.0714744691433069,0.0609250554886143,0.0651517783548786,-0.0662597005030646,21.27
lrsw_milora_r32_lr5e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0005,44.0,lrsw_milora_r32_lr5e4,False,False,True,8.929878108816887,20.834239439329348,0.0697226843947924,0.061298167394027,0.0647482683088559,-0.0625824185228621,21.0
lrsw_milora_r32_lr5e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0005,45.0,lrsw_milora_r32_lr5e4,False,False,True,9.085951574886328,20.8759496122188,0.0688576459756701,0.06124626201742,0.0649192978821136,-0.0745847629157537,22.7
lrsw_milora_r32_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,5e-05,42.0,lrsw_milora_r32_lr5e5,False,False,True,2.9819410040742373,10.17802261699616,0.0585417268754937,0.2210028875520354,0.0695583283557823,-0.707522406332216,27.57
lrsw_milora_r32_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,5e-05,43.0,lrsw_milora_r32_lr5e5,False,False,True,2.979143946333435,10.170739677804388,0.0590984887131517,0.2209904488196339,0.0694931322786075,-0.7055337738384071,27.3
lrsw_milora_r32_lr5e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,5e-05,44.0,lrsw_milora_r32_lr5e5,False,False,True,2.980664098492585,10.189327957858714,0.0583735758699181,0.2211293871158572,0.0694658799142913,-0.7024583321818402,27.28
lrsw_milorawd_wd0p3_r32_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milorawd,MiLoRA+wd,0.0002,42.0,lrsw_milorawd_wd0p3_r32_lr2e4,False,False,True,4.15462092157838,13.49618747183922,0.0687078296720721,0.098675364739025,0.0729329103642842,-0.6048484084954574,27.99
lrsw_milorawd_wd0p3_r32_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milorawd,MiLoRA+wd,0.0005,42.0,lrsw_milorawd_wd0p3_r32_lr5e4,False,False,True,7.881218101497125,20.97642989586162,0.0742451619998735,0.0652299928905445,0.0735267790778708,-0.5282683485199489,26.66
lrsw_sclora_r32_lr1e3_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.001,42.0,lrsw_sclora_r32_lr1e3,False,False,True,14.14635840177204,31.38452684491397,0.0974913436514331,0.0459941158629426,0.1463868110997669,0.4880286854829438,3.19
lrsw_sclora_r32_lr1e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.001,43.0,lrsw_sclora_r32_lr1e3,False,False,True,17.61094894968834,31.56677019254213,0.0826167184617343,0.0449613830889358,0.0953054293164774,0.2411478624116997,8.57
lrsw_sclora_r32_lr1e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.001,44.0,lrsw_sclora_r32_lr1e3,False,False,True,17.68428004489783,31.586901613468573,0.0835030609050351,0.0448517602680735,0.0952628879119692,0.2359574794666207,7.5
lrsw_sclora_r32_lr1e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0001,42.0,lrsw_sclora_r32_lr1e4,False,False,True,8.845498951384558,31.28313445050756,0.113432632902345,0.0391445092102448,0.217174990442906,-0.0899094544059318,16.38
lrsw_sclora_r32_lr1e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0001,43.0,lrsw_sclora_r32_lr1e4,False,False,True,11.24743406477629,36.115891873127616,0.0891466250261727,0.0380422949933291,0.1543410767629428,-0.3841551171252979,24.72
lrsw_sclora_r32_lr1e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0001,44.0,lrsw_sclora_r32_lr1e4,False,False,True,11.180542423750422,36.08152641904839,0.0892836839475486,0.0378117564180861,0.1546793782326504,-0.3854191330025139,24.46
lrsw_sclora_r32_lr1e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0001,45.0,lrsw_sclora_r32_lr1e4,False,False,True,11.23406905514883,36.10307802767583,0.0891764669253592,0.0379727753312163,0.1545596962757889,-0.3854191330025139,24.88
lrsw_sclora_r32_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0002,42.0,lrsw_sclora_r32_lr2e4,False,False,True,11.223449171677087,32.929743120150825,0.1116034956883153,0.0403423413329647,0.2024525934948997,0.0577041315340296,10.22
lrsw_sclora_r32_lr2e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0002,43.0,lrsw_sclora_r32_lr2e4,False,False,True,13.246059258416896,35.22307829805258,0.0863065976536225,0.0394127992225355,0.1397739864541111,-0.2173124317650336,20.8
lrsw_sclora_r32_lr2e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0002,44.0,lrsw_sclora_r32_lr2e4,False,False,True,13.378671868441868,35.25052577847589,0.0865498529699966,0.039431065305671,0.1397601514641255,-0.2308443092856012,21.52
lrsw_sclora_r32_lr2e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0002,45.0,lrsw_sclora_r32_lr2e4,False,False,True,13.33437307021989,35.23010499048647,0.0862310307003207,0.0394283811946171,0.1397974885472718,-0.2215593164287672,22.12
lrsw_sclora_r32_lr2e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,2e-05,42.0,lrsw_sclora_r32_lr2e5,False,False,True,5.1296608148800695,23.896541199274203,0.114031595500118,0.0381905201172219,0.2331316594997383,-0.4871822414351269,25.29
lrsw_sclora_r32_lr2e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,2e-05,43.0,lrsw_sclora_r32_lr2e5,False,False,True,7.535510787740742,31.59709532480699,0.0931623468784403,0.0366592287352865,0.170705426336057,-0.7796303675486055,26.98
lrsw_sclora_r32_lr2e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,2e-05,44.0,lrsw_sclora_r32_lr2e5,False,False,True,7.556897431981433,31.659363644701,0.0932478689919414,0.0365521218570369,0.1705200007426558,-0.7798919119599449,27.02
lrsw_sclora_r32_lr3e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0003,42.0,lrsw_sclora_r32_lr3e4,False,False,True,12.51890095003458,33.02762724158688,0.1096264539869143,0.0412801405549176,0.1899296060092875,0.1498346967157849,9.38
lrsw_sclora_r32_lr3e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0003,43.0,lrsw_sclora_r32_lr3e4,False,False,True,14.492807877013012,34.01773505015801,0.084164267495994,0.0405735694453923,0.1274613982593089,-0.1273776209747116,18.98
lrsw_sclora_r32_lr3e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0003,44.0,lrsw_sclora_r32_lr3e4,False,False,True,14.555234503710505,34.036083062116674,0.0844140250491335,0.0406179533708274,0.127729538027249,-0.124071015077073,18.74
lrsw_sclora_r32_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0005,42.0,lrsw_sclora_r32_lr5e4,False,False,True,14.16849062085145,33.06004447034645,0.1047055082571401,0.0428002754551302,0.1704358144904157,0.2605960423019088,3.6
lrsw_sclora_r32_lr5e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0005,43.0,lrsw_sclora_r32_lr5e4,False,False,True,16.27473011483596,32.81386921860844,0.0812886958625384,0.0423255056151536,0.1111988606567664,0.0356698346516806,15.26
lrsw_sclora_r32_lr5e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0005,44.0,lrsw_sclora_r32_lr5e4,False,False,True,16.239484130644442,32.70761983928388,0.0829653431306321,0.0422395754033869,0.1114072257865122,0.0226757619537274,15.2
lrsw_sclora_r32_lr5e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0005,45.0,lrsw_sclora_r32_lr5e4,False,False,True,16.222531370029877,32.73361893122416,0.0819220991002725,0.0423771668446494,0.1113907976605157,0.0300327049361712,16.04
lrsw_sclora_r32_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,5e-05,42.0,lrsw_sclora_r32_lr5e5,False,False,True,6.705845446357446,28.071725521827712,0.1132225601321431,0.0384290327273708,0.2244296101169381,-0.2525881921135766,22.47
lrsw_sclora_r32_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,5e-05,43.0,lrsw_sclora_r32_lr5e5,False,False,True,9.1537278283852,34.435684016438024,0.0909641825022707,0.0369264268073195,0.1626187667308032,-0.543633966870957,25.56
lrsw_sclora_r32_lr5e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,5e-05,44.0,lrsw_sclora_r32_lr5e5,False,False,True,9.158684111201632,34.423558423665646,0.0910335332997984,0.0370273552505687,0.1626834497175711,-0.547293773488971,25.77
lrswm_clora_k1024_lr1e3_s42,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.001,42.0,lrswm_clora_k1024_lr1e3,False,False,True,15.488632848217648,27.894541400352427,0.0600450191825431,0.046098876259143,0.0579045460467128,-0.0725269790047241,19.13
lrswm_clora_k1024_lr1e3_s43,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.001,43.0,lrswm_clora_k1024_lr1e3,False,False,True,14.74962984773888,27.729038171261266,0.0598856484611123,0.0460135194074918,0.0579334206744121,-0.0648959788485504,19.49
lrswm_clora_k1024_lr1e3_s44,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.001,44.0,lrswm_clora_k1024_lr1e3,False,False,True,15.43204968442647,27.918729149423417,0.0599912252178179,0.0461091096289387,0.0577351414992089,-0.0696623642622699,19.27
lrswm_clora_k1024_lr1e4_s42,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.0001,42.0,lrswm_clora_k1024_lr1e4,False,False,True,4.441132109029395,15.731202246293458,0.0619972826710552,0.0540889632910758,0.0597924342913936,-0.6946486305533762,26.1
lrswm_clora_k1024_lr1e4_s43,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.0001,43.0,lrswm_clora_k1024_lr1e4,False,False,True,4.416308990288094,15.748557489699184,0.0620456573815214,0.0542792417672118,0.0597048915605001,-0.6927179529666541,25.19
lrswm_clora_k1024_lr1e4_s44,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.0001,44.0,lrswm_clora_k1024_lr1e4,False,False,True,4.405620463329548,15.765660921166242,0.0618389401945045,0.0542185401018671,0.0596563481272449,-0.6920762963881184,25.54
lrswm_clora_k1024_lr2e4_s42,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.0002,42.0,lrswm_clora_k1024_lr2e4,False,False,True,6.07629557645839,19.92716116728594,0.0597117025790981,0.0504584894068811,0.0569507765124884,-0.6010189333418688,24.27
lrswm_clora_k1024_lr2e4_s43,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.0002,43.0,lrswm_clora_k1024_lr2e4,False,False,True,6.054809380602115,19.98116788851002,0.05979583810519,0.0502725645301212,0.0570402717320472,-0.6013656754616079,24.02
lrswm_clora_k1024_lr2e4_s44,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.0002,44.0,lrswm_clora_k1024_lr2e4,False,False,True,6.105864519758051,19.963542064559743,0.0597378120445816,0.0504079907667804,0.0569073454229618,-0.5998075114074239,24.44
lrswm_clora_k1024_lr2e5_s42,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,2e-05,42.0,lrswm_clora_k1024_lr2e5,False,False,True,2.399548807727332,9.0699544651917,0.0581562546063232,0.0506050159986328,0.0667291764623975,-0.7106340484799682,26.15
lrswm_clora_k1024_lr2e5_s43,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,2e-05,43.0,lrswm_clora_k1024_lr2e5,False,False,True,2.414174470804397,9.034331500526465,0.0586076934728606,0.0504362066916582,0.0666547591905636,-0.7162466166674735,25.64
lrswm_clora_k1024_lr2e5_s44,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,2e-05,44.0,lrswm_clora_k1024_lr2e5,False,False,True,2.3978432946070773,9.015248808829371,0.058098785196586,0.0505222873240914,0.0666378565277511,-0.7108571640676669,25.45
lrswm_clora_k1024_lr3e4_s42,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.0003,42.0,lrswm_clora_k1024_lr3e4,False,False,True,7.6141043285663965,22.34467748025249,0.0579657165748243,0.0488034305241366,0.0556753894688499,-0.4838614232829256,24.02
lrswm_clora_k1024_lr3e4_s43,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.0003,43.0,lrswm_clora_k1024_lr3e4,False,False,True,7.529885113171816,22.352257939912768,0.0585337226199313,0.0487256377211377,0.0558859394697465,-0.4960731958064895,22.8
lrswm_clora_k1024_lr3e4_s44,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.0003,44.0,lrswm_clora_k1024_lr3e4,False,False,True,7.678778506044547,22.501297616553604,0.0581296763107867,0.0487393071708517,0.05569301704169,-0.4975728800155673,23.76
lrswm_clora_k1024_lr5e4_s42,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.0005,42.0,lrswm_clora_k1024_lr5e4,False,False,True,10.483988069438093,25.20338434899169,0.0573707927680215,0.0473174305434144,0.055246782670786,-0.3186682940308342,22.77
lrswm_clora_k1024_lr5e4_s43,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.0005,43.0,lrswm_clora_k1024_lr5e4,False,False,True,10.392577014400011,25.12423830055186,0.0576079864479589,0.04727145601939,0.0553932372535146,-0.3009431454523322,21.85
lrswm_clora_k1024_lr5e4_s44,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,0.0005,44.0,lrswm_clora_k1024_lr5e4,False,False,True,10.24609403578034,24.939093167762177,0.0575148613154062,0.0472369263394016,0.0552995824233085,-0.3043432400638097,22.34
lrswm_clora_k1024_lr5e5_s42,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,5e-05,42.0,lrswm_clora_k1024_lr5e5,False,False,True,3.223923004861513,11.856344741847956,0.0611358340187594,0.0567386312854089,0.0630507389405693,-0.6751005029476866,25.56
lrswm_clora_k1024_lr5e5_s43,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,5e-05,43.0,lrswm_clora_k1024_lr5e5,False,False,True,3.2467751451325224,11.852051657503305,0.0615108737877207,0.0568242252798522,0.0632561905048009,-0.6775739475940474,25.7
lrswm_clora_k1024_lr5e5_s44,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,clora,CLoRA,5e-05,44.0,lrswm_clora_k1024_lr5e5,False,False,True,3.2051559706315724,11.726815024699857,0.0613313835197046,0.0567414698657095,0.0631903658270925,-0.6681679555637513,25.31
lrswm_dora_r16_lr1e3_s42,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,0.001,42.0,lrswm_dora_r16_lr1e3,False,False,True,9.28986249182902,14.22206788855673,0.0949029153492561,0.0459590022108535,0.0867231200331242,0.3408801734136458,17.89
lrswm_dora_r16_lr1e3_s43,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,0.001,43.0,lrswm_dora_r16_lr1e3,False,False,True,9.201462605445368,14.219974035427745,0.0950850521621579,0.0456027381331415,0.0862491769152721,0.345608950540594,19.28
lrswm_dora_r16_lr1e3_s44,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,0.001,44.0,lrswm_dora_r16_lr1e3,False,False,True,9.152248495871028,14.178223224107276,0.0963819629434172,0.0458270211541707,0.0880339455461041,0.3641193003907618,18.51
lrswm_dora_r16_lr1e4_s42,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,0.0001,42.0,lrswm_dora_r16_lr1e4,False,False,True,2.5326535907989176,6.886125440893195,0.0681972331918618,0.0526232319938639,0.0703303140496021,-0.4960731958064895,25.08
lrswm_dora_r16_lr1e4_s43,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,0.0001,43.0,lrswm_dora_r16_lr1e4,False,False,True,2.576202707978664,6.952974749276355,0.0691389158216244,0.0522475071724233,0.0705936516567465,-0.4939010400715595,24.46
lrswm_dora_r16_lr1e4_s44,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,0.0001,44.0,lrswm_dora_r16_lr1e4,False,False,True,2.500017510823516,6.807988006621012,0.0685447021747817,0.0522618743286319,0.0704146339481483,-0.494850021680094,24.98
lrswm_dora_r16_lr2e4_s42,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,0.0002,42.0,lrswm_dora_r16_lr2e4,False,False,True,3.482865851458648,9.47375231227744,0.0666501290935253,0.04927033539228,0.0665270086407837,-0.422853015172475,24.34
lrswm_dora_r16_lr2e4_s43,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,0.0002,43.0,lrswm_dora_r16_lr2e4,False,False,True,3.5230668109246173,9.484978192028615,0.0669184583941354,0.0494604728440222,0.0668082586511778,-0.4089353929735008,23.99
lrswm_dora_r16_lr2e4_s44,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,0.0002,44.0,lrswm_dora_r16_lr2e4,False,False,True,3.539514643797553,9.516803603642666,0.0670951877399611,0.0496926545985994,0.0666452126807685,-0.422853015172475,24.24
lrswm_dora_r16_lr2e5_s42,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,2e-05,42.0,lrswm_dora_r16_lr2e5,False,False,True,1.2923299635100218,2.340622575285757,0.0591801964418367,0.0497920476138975,0.0862495002371706,-0.4858508655245626,25.18
lrswm_dora_r16_lr2e5_s43,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,2e-05,43.0,lrswm_dora_r16_lr2e5,False,False,True,1.3069564584383295,2.3728599760316262,0.0593871898483491,0.0498315215150452,0.0867416682791636,-0.4821445810699713,25.36
lrswm_dora_r16_lr2e5_s44,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,2e-05,44.0,lrswm_dora_r16_lr2e5,False,False,True,1.3067079734781148,2.355788320136356,0.0594668712558272,0.049695886538995,0.0864987740575612,-0.4736607226101559,25.42
lrswm_dora_r16_lr3e4_s42,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,0.0003,42.0,lrswm_dora_r16_lr3e4,False,False,True,4.439645895742562,11.167945305393538,0.0654234173369394,0.0483837325922657,0.0647571886425867,-0.3094495384896413,23.3
lrswm_dora_r16_lr3e4_s43,lrswm,Llama-Math (lrswm),Llama-2-7B,math,sweep,dora,DoRA,0.0003,43.0,lrswm_dora_r16_lr3e4,False,False,True,4.44614821897094,11.07445654983065,0.0654523075176544,0.0482765847041688,0.064952296058962,-0.279757981712943,23.22
