run,family,family_label,model,task,recipe,method,method_display,lr,seed,cell,withheld,quarantined,on_pool,forgetting_ce,base_entropy,forgetting_kl,log10_fdelta,retention_mean
qwsw_corda_r16_lr2e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,corda,CorDA (withheld),2e-05,44.0,qwsw_corda_r16_lr2e5,True,False,False,1.9436526131089595,1.8790178806577968,0.0646347324511624,-1.0404816230270018,39.84
qwsw_corda_r16_lr5e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,corda,CorDA (withheld),5e-05,43.0,qwsw_corda_r16_lr5e5,True,False,False,2.0638568326033413,1.9346918347336524,0.1291649978696889,-0.8972233851165586,38.78
qwsw_corda_r16_lr5e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,corda,CorDA (withheld),5e-05,44.0,qwsw_corda_r16_lr5e5,True,False,False,2.060241270594773,1.9346918347336524,0.1255494358611204,-0.9030899869919436,38.79
qwsw_dora_r16_lr1e3_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,0.001,42.0,qwsw_dora_r16_lr1e3,False,False,True,,,,0.0799044676667207,6.96
qwsw_dora_r16_lr1e3_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,0.001,43.0,qwsw_dora_r16_lr1e3,False,False,True,3.208409450274521,1.9346918347336524,1.2737176155408685,0.0525015634137808,16.65
qwsw_dora_r16_lr1e3_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,0.001,44.0,qwsw_dora_r16_lr1e3,False,False,True,3.212299451552984,1.9346918347336524,1.277607616819331,0.0578942197245302,9.52
qwsw_dora_r16_lr1e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,0.0001,42.0,qwsw_dora_r16_lr1e4,False,False,True,,,,-0.7986028756795485,38.5
qwsw_dora_r16_lr2e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,0.0002,42.0,qwsw_dora_r16_lr2e4,False,False,True,,,,-0.5779028368682897,36.98
qwsw_dora_r16_lr2e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,0.0002,43.0,qwsw_dora_r16_lr2e4,False,False,True,2.222975427727989,1.9346918347336524,0.2882835929943366,-0.5877074906769535,38.28
qwsw_dora_r16_lr2e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,0.0002,44.0,qwsw_dora_r16_lr2e4,False,False,True,2.213015974851559,1.9346918347336524,0.2783241401179066,-0.5870357280033373,38.88
qwsw_dora_r16_lr2e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,2e-05,42.0,qwsw_dora_r16_lr2e5,False,False,True,,,,-0.964970717797632,37.67
qwsw_dora_r16_lr3e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,0.0003,42.0,qwsw_dora_r16_lr3e4,False,False,True,,,,-0.4422522583585317,34.28
qwsw_dora_r16_lr5e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,0.0005,42.0,qwsw_dora_r16_lr5e4,False,False,True,,,,-0.2423003749122612,13.18
qwsw_dora_r16_lr5e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,0.0005,43.0,qwsw_dora_r16_lr5e4,False,False,True,3.012309618954639,1.9346918347336524,1.0776177842209864,-0.2392760278580483,24.64
qwsw_dora_r16_lr5e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,0.0005,44.0,qwsw_dora_r16_lr5e4,False,False,True,2.658365924195632,1.9346918347336524,0.7236740894619795,-0.241315150117559,11.16
qwsw_dora_r16_lr5e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,dora,DoRA,5e-05,42.0,qwsw_dora_r16_lr5e5,False,False,True,,,,-0.9219058495935892,38.39
qwsw_lora_null_r16_lr1e3_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.001,42.0,qwsw_lora_null_r16_lr1e3,False,False,True,,,,-0.1631697135111211,12.2
qwsw_lora_null_r16_lr1e3_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.001,43.0,qwsw_lora_null_r16_lr1e3,False,False,True,2.8189539774853127,1.9346918347336524,0.8842621427516604,-0.1782245328165365,9.56
qwsw_lora_null_r16_lr1e3_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.001,44.0,qwsw_lora_null_r16_lr1e3,False,False,True,2.827263739067297,1.9346918347336524,0.8925719043336442,-0.1467277759793167,6.92
qwsw_lora_null_r16_lr1e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.0001,42.0,qwsw_lora_null_r16_lr1e4,False,False,True,,,,-0.8814046347762381,37.64
qwsw_lora_null_r16_lr1e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.0001,43.0,qwsw_lora_null_r16_lr1e4,False,False,True,2.031497771579986,1.9346918347336524,0.0968059368463336,-0.8914349762671656,40.51
qwsw_lora_null_r16_lr1e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.0001,44.0,qwsw_lora_null_r16_lr1e4,False,False,True,2.033550920527271,1.9346918347336524,0.0988590857936184,-0.8877302315827293,40.64
qwsw_lora_null_r16_lr2e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.0002,42.0,qwsw_lora_null_r16_lr2e4,False,False,True,,,,-0.66334017654558,38.43
qwsw_lora_null_r16_lr2e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.0002,43.0,qwsw_lora_null_r16_lr2e4,False,False,True,,,,-0.7057542838618818,39.72
qwsw_lora_null_r16_lr2e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.0002,44.0,qwsw_lora_null_r16_lr2e4,False,False,True,2.139940110893013,1.9346918347336524,0.2052482761593608,-0.7035542057936037,38.69
qwsw_lora_null_r16_lr2e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,2e-05,42.0,qwsw_lora_null_r16_lr2e5,False,False,True,,,,-1.1255181823005336,38.83
qwsw_lora_null_r16_lr2e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,2e-05,43.0,qwsw_lora_null_r16_lr2e5,False,False,True,1.9645275493766257,1.9346918347336524,0.0298357146429735,-1.0958256317158366,39.9
qwsw_lora_null_r16_lr2e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,2e-05,44.0,qwsw_lora_null_r16_lr2e5,False,False,True,1.9657045773885145,1.9346918347336524,0.031012742654862,-1.0958256317158366,39.67
qwsw_lora_null_r16_lr3e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.0003,42.0,qwsw_lora_null_r16_lr3e4,False,False,True,,,,-0.5241835869686818,37.96
qwsw_lora_null_r16_lr3e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.0003,43.0,qwsw_lora_null_r16_lr3e4,False,False,True,2.233242946285791,1.8790178806577968,0.3542250656279939,-0.5715412264844199,38.18
qwsw_lora_null_r16_lr3e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.0003,44.0,qwsw_lora_null_r16_lr3e4,False,False,True,2.2700915034344256,1.9346918347336524,0.3353996687007732,-0.5697636465884895,37.7
qwsw_lora_null_r16_lr5e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.0005,42.0,qwsw_lora_null_r16_lr5e4,False,False,True,,,,-0.3773715738706749,34.17
qwsw_lora_null_r16_lr5e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.0005,43.0,qwsw_lora_null_r16_lr5e4,False,False,False,2.498640252092202,1.9346918347336524,0.5639484173585503,-0.3858412904908249,33.51
qwsw_lora_null_r16_lr5e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,0.0005,44.0,qwsw_lora_null_r16_lr5e4,False,False,True,2.4801805494453117,1.8790178806577968,0.6011626687875145,-0.3692671071828035,16.66
qwsw_lora_null_r16_lr5e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,5e-05,42.0,qwsw_lora_null_r16_lr5e5,False,False,True,,,,-0.9884295564027218,38.12
qwsw_lora_null_r16_lr5e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,5e-05,43.0,qwsw_lora_null_r16_lr5e5,False,False,True,1.9938321530776943,1.9346918347336524,0.0591403183440419,-0.9677842967020184,39.73
qwsw_lora_null_r16_lr5e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,5e-05,44.0,qwsw_lora_null_r16_lr5e5,False,False,True,1.9941492791671245,1.9346918347336524,0.0594574444334721,-0.971022294791222,38.94
qwsw_lora_null_r16_lr7e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora_null,LoRA-Null,7e-05,42.0,qwsw_lora_null_r16_lr7e5,False,False,True,2.0057360629713363,1.9346918347336524,0.0710442282376839,-0.9370421659154896,40.03
qwsw_lora_r16_lr15e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.00015,42.0,qwsw_lora_r16_lr15e5,False,False,True,2.1240611295910257,1.9346918347336524,0.1893692948573733,-0.678608721688311,38.39
qwsw_lora_r16_lr1e3_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.001,42.0,qwsw_lora_r16_lr1e3,False,False,True,,,,-0.0839147001562972,7.28
qwsw_lora_r16_lr1e3_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.001,43.0,qwsw_lora_r16_lr1e3,False,False,True,2.961941686033485,1.9346918347336524,1.0272498512998327,-0.0853924322289194,6.38
qwsw_lora_r16_lr1e3_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.001,44.0,qwsw_lora_r16_lr1e3,False,False,True,3.22347943445354,1.9346918347336524,1.2887875997198877,-0.0650472921821419,6.02
qwsw_lora_r16_lr1e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.0001,42.0,qwsw_lora_r16_lr1e4,False,False,True,,,,-0.7934439559009705,38.55
qwsw_lora_r16_lr1e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.0001,43.0,qwsw_lora_r16_lr1e4,False,False,True,,,,-0.7975116829399065,38.56
qwsw_lora_r16_lr1e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.0001,44.0,qwsw_lora_r16_lr1e4,False,False,True,,,,-0.7926349625309281,37.77
qwsw_lora_r16_lr2e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.0002,42.0,qwsw_lora_r16_lr2e4,False,False,True,,,,-0.5807052782465395,37.67
qwsw_lora_r16_lr2e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.0002,43.0,qwsw_lora_r16_lr2e4,False,False,True,2.1759598363369963,1.8790178806577968,0.2969419556791994,-0.5783960731301689,38.21
qwsw_lora_r16_lr2e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.0002,44.0,qwsw_lora_r16_lr2e4,False,False,True,2.2205735362094305,1.9346918347336524,0.2858817014757782,-0.5746288335610588,39.33
qwsw_lora_r16_lr2e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,2e-05,42.0,qwsw_lora_r16_lr2e5,False,False,True,,,,-0.9601894458516496,38.12
qwsw_lora_r16_lr2e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,2e-05,43.0,qwsw_lora_r16_lr2e5,False,False,True,1.9850346491063544,1.9346918347336524,0.050342814372702,-0.9669785553170892,38.38
qwsw_lora_r16_lr2e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,2e-05,44.0,qwsw_lora_r16_lr2e5,False,False,True,1.983745147375552,1.9346918347336524,0.0490533126418994,-0.9661743060466896,38.94
qwsw_lora_r16_lr3e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.0003,42.0,qwsw_lora_r16_lr3e4,False,False,True,,,,-0.4470885497834911,33.54
qwsw_lora_r16_lr3e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.0003,43.0,qwsw_lora_r16_lr3e4,False,False,True,2.369934944218889,1.9346918347336524,0.4352431094852371,-0.4404524444195656,36.06
qwsw_lora_r16_lr3e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.0003,44.0,qwsw_lora_r16_lr3e4,False,False,True,2.393254353968371,1.9346918347336524,0.4585625192347184,-0.4249276742861875,34.94
qwsw_lora_r16_lr5e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.0005,42.0,qwsw_lora_r16_lr5e4,False,False,True,,,,-0.2784366816425191,14.52
qwsw_lora_r16_lr5e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.0005,43.0,qwsw_lora_r16_lr5e4,False,False,True,2.626065011443537,1.9346918347336524,0.6913731767098845,-0.2767085535224161,15.4
qwsw_lora_r16_lr5e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,0.0005,44.0,qwsw_lora_r16_lr5e4,False,False,True,2.600966216027344,1.9346918347336524,0.6662743812936913,-0.2624893093265238,8.0
qwsw_lora_r16_lr5e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,5e-05,42.0,qwsw_lora_r16_lr5e5,False,False,True,,,,-0.9118639112994488,37.22
qwsw_lora_r16_lr5e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,5e-05,43.0,qwsw_lora_r16_lr5e5,False,False,True,2.0052026909173817,1.9346918347336524,0.0705108561837293,-0.9108016331948512,38.93
qwsw_lora_r16_lr5e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,5e-05,44.0,qwsw_lora_r16_lr5e5,False,False,True,1.9554601386449777,1.8790178806577968,0.0764422579871808,-0.9143527117031436,37.7
qwsw_lora_r16_lr7e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lora,LoRA,7e-05,42.0,qwsw_lora_r16_lr7e5,False,False,True,2.022092537643677,1.9346918347336524,0.0874007029100245,-0.8690233083943829,36.38
qwsw_lorawd_wd0p3_lr15e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.00015,42.0,qwsw_lorawd_wd0p3_lr15e5,False,False,True,2.084031502295692,1.9346918347336524,0.1493396675620393,-0.7793689805519078,41.03
qwsw_lorawd_wd0p3_lr1e3_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.001,42.0,qwsw_lorawd_wd0p3_lr1e3,False,False,True,,,,-0.5500590112266623,37.21
qwsw_lorawd_wd0p3_lr1e3_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.001,43.0,qwsw_lorawd_wd0p3_lr1e3,False,False,True,2.170419132771612,1.9346918347336524,0.2357272980379599,-0.549442990581671,39.1
qwsw_lorawd_wd0p3_lr1e3_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.001,44.0,qwsw_lorawd_wd0p3_lr1e3,False,True,True,10.402909851792856,1.9346918347336524,8.468218017059204,1.156349220829561,0.0
qwsw_lorawd_wd0p3_lr1e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.0001,42.0,qwsw_lorawd_wd0p3_lr1e4,False,False,True,,,,-0.8623294627632448,41.01
qwsw_lorawd_wd0p3_lr1e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.0001,43.0,qwsw_lorawd_wd0p3_lr1e4,False,False,True,,,,-0.878440155812499,40.49
qwsw_lorawd_wd0p3_lr1e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.0001,44.0,qwsw_lorawd_wd0p3_lr1e4,False,False,True,,,,-0.8591778198906894,40.61
qwsw_lorawd_wd0p3_lr2e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.0002,42.0,qwsw_lorawd_wd0p3_lr2e4,False,False,True,,,,-0.7274622226247627,40.66
qwsw_lorawd_wd0p3_lr2e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.0002,43.0,qwsw_lorawd_wd0p3_lr2e4,False,False,True,2.113493893680148,1.9346918347336524,0.1788020589464958,-0.7408841558149337,39.76
qwsw_lorawd_wd0p3_lr2e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.0002,44.0,qwsw_lorawd_wd0p3_lr2e4,False,False,True,2.11834267323636,1.9346918347336524,0.1836508385027078,-0.7276941555979136,40.58
qwsw_lorawd_wd0p3_lr2e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,2e-05,42.0,qwsw_lorawd_wd0p3_lr2e5,False,False,True,,,,-0.9995659225206814,38.67
qwsw_lorawd_wd0p3_lr2e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,2e-05,43.0,qwsw_lorawd_wd0p3_lr2e5,False,False,True,1.9857182697895903,1.9346918347336524,0.0510264350559379,-0.9943905546397196,38.69
qwsw_lorawd_wd0p3_lr2e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,2e-05,44.0,qwsw_lorawd_wd0p3_lr2e5,False,False,True,1.9850510834718025,1.9346918347336524,0.0503592487381499,-0.9991322784687732,38.56
qwsw_lorawd_wd0p3_lr3e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.0003,42.0,qwsw_lorawd_wd0p3_lr3e4,False,False,True,,,,-0.671416550285798,41.1
qwsw_lorawd_wd0p3_lr3e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.0003,43.0,qwsw_lorawd_wd0p3_lr3e4,False,False,True,2.1393137107339557,1.9346918347336524,0.2046218760003029,-0.6784015695346561,41.44
qwsw_lorawd_wd0p3_lr3e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.0003,44.0,qwsw_lorawd_wd0p3_lr3e4,False,False,True,2.152314056510881,1.9346918347336524,0.2176222217772285,-0.6748950170285926,40.53
qwsw_lorawd_wd0p3_lr5e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.0005,42.0,qwsw_lorawd_wd0p3_lr5e4,False,False,True,,,,-0.6094181214495648,39.28
qwsw_lorawd_wd0p3_lr5e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.0005,43.0,qwsw_lorawd_wd0p3_lr5e4,False,False,True,2.165700113556745,1.9346918347336524,0.2310082788230931,-0.6108339156354675,40.53
qwsw_lorawd_wd0p3_lr5e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,0.0005,44.0,qwsw_lorawd_wd0p3_lr5e4,False,False,True,2.1603790146175887,1.9346918347336524,0.2256871798839363,-0.6095948435199191,40.39
qwsw_lorawd_wd0p3_lr5e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,5e-05,42.0,qwsw_lorawd_wd0p3_lr5e5,False,False,True,,,,-0.968591535748376,39.33
qwsw_lorawd_wd0p3_lr5e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,5e-05,43.0,qwsw_lorawd_wd0p3_lr5e5,False,False,True,2.0054592199049703,1.9346918347336524,0.0707673851713179,-0.9694002780340488,39.56
qwsw_lorawd_wd0p3_lr5e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,5e-05,44.0,qwsw_lorawd_wd0p3_lr5e5,False,False,True,2.0103913315852187,1.9346918347336524,0.0756994968515663,-0.9706162223147904,39.31
qwsw_lorawd_wd0p3_lr7e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,lorawd,LoRA+wd,7e-05,42.0,qwsw_lorawd_wd0p3_lr7e5,False,False,True,2.021880540085666,1.9346918347336524,0.0871887053520135,-0.9351677802614262,39.92
qwsw_milora_r32_lr15e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.00015,42.0,qwsw_milora_r32_lr15e5,False,False,True,2.3295915029969594,1.9346918347336524,0.394899668263307,-0.6304131092636557,37.64
qwsw_milora_r32_lr1e3_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.001,42.0,qwsw_milora_r32_lr1e3,False,False,True,,,,-0.0199966284162536,6.41
qwsw_milora_r32_lr1e3_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.001,43.0,qwsw_milora_r32_lr1e3,False,False,True,3.468785882907511,1.9346918347336524,1.5340940481738587,-0.0178192544035974,9.33
qwsw_milora_r32_lr1e3_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.001,44.0,qwsw_milora_r32_lr1e3,False,False,True,3.61607629386719,1.9346918347336524,1.6813844591335378,-0.0062993051796497,7.52
qwsw_milora_r32_lr1e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0001,42.0,qwsw_milora_r32_lr1e4,False,False,True,,,,-0.7361273231347764,39.74
qwsw_milora_r32_lr1e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0001,43.0,qwsw_milora_r32_lr1e4,False,False,True,,,,-0.7399286120149252,38.47
qwsw_milora_r32_lr1e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0001,44.0,qwsw_milora_r32_lr1e4,False,False,True,,,,-0.7375489102695706,38.06
qwsw_milora_r32_lr1e4_s45,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0001,45.0,qwsw_milora_r32_lr1e4,False,False,True,2.210993010933373,1.9346918347336524,0.2763011761997207,-0.7394516273630205,40.07
qwsw_milora_r32_lr2e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0002,42.0,qwsw_milora_r32_lr2e4,False,False,True,,,,-0.5350635708782673,36.5
qwsw_milora_r32_lr2e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0002,43.0,qwsw_milora_r32_lr2e4,False,False,True,2.3868870522108185,1.8790178806577968,0.5078691715530217,-0.5686362358410126,36.75
qwsw_milora_r32_lr2e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0002,44.0,qwsw_milora_r32_lr2e4,False,False,True,2.4078556226659558,1.9346918347336524,0.4731637879323029,-0.5431786519784013,36.72
qwsw_milora_r32_lr2e4_s45,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0002,45.0,qwsw_milora_r32_lr2e4,False,False,True,2.408139167474133,1.9346918347336524,0.4734473327404811,-0.5415132362017931,36.76
qwsw_milora_r32_lr2e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,2e-05,42.0,qwsw_milora_r32_lr2e5,False,False,True,,,,-0.9901243662878398,38.44
qwsw_milora_r32_lr2e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,2e-05,43.0,qwsw_milora_r32_lr2e5,False,False,True,2.042830536860529,1.9346918347336524,0.1081387021268764,-0.99225222199926,39.19
qwsw_milora_r32_lr2e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,2e-05,44.0,qwsw_milora_r32_lr2e5,False,False,True,1.9906604685153384,1.8790178806577968,0.1116425878575415,-0.9901243662878398,38.57
qwsw_milora_r32_lr3e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0003,42.0,qwsw_milora_r32_lr3e4,False,False,True,,,,-0.4138629747692068,34.3
qwsw_milora_r32_lr3e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0003,43.0,qwsw_milora_r32_lr3e4,False,False,True,2.6254966805482978,1.9346918347336524,0.6908048458146454,-0.4238891058791602,33.96
qwsw_milora_r32_lr3e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0003,44.0,qwsw_milora_r32_lr3e4,False,False,True,2.574999754017056,1.9346918347336524,0.6403079192834036,-0.4140882896805658,34.5
qwsw_milora_r32_lr3e4_s45,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0003,45.0,qwsw_milora_r32_lr3e4,False,False,True,2.587157291296137,1.9346918347336524,0.6524654565624846,-0.433444669116945,34.58
qwsw_milora_r32_lr5e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,milora,MiLoRA,0.0005,42.0,qwsw_milora_r32_lr5e4,False,False,True,,,,-0.2505729008782511,14.3
