rn,fam,seed,cell,method,fd,logfd,ret,ret_broad,adapt,adapt_task,bbh,mmlu_pro,mmlu,arc_c,truthfulqa,dw_sv_max,dw_sv_mean,lr,wd,clora_k,rank,quarantined,straggler,in_family,cs_boolq,cs_piqa,cs_social_i_qa,cs_hellaswag,cs_winogrande,cs_ARC_Easy,cs_ARC_Challenge,cs_openbookqa,forgetting_ce,base_entropy,forgetting_kl,fro_total,spec_max,spec_mean,stable_rank_w,eff_rank_w,e_top_w,e_bot_w,ein_top_w,ein_bot_w,amp_top_w,depth_centroid,eff_n_mat,share_q,share_k,share_v,share_up,share_down
frc_lorawd_wd0p2_lr1e4_c256_s42,frc,42.0,frc_lorawd_wd0p2_lr1e4_c256,lorawd,0.254,-0.595166283380062,27.42,35.12,35.41,cs,34.63,20.22,45.9,40.36,34.49,18.059,6.2778,0.0001,0.2,,,False,False,True,51.93,0.54,22.98,53.87,76.16,26.09,21.5,30.2,1.985747811139539,1.8520239240816387,0.1337238870579002,141.0965906143857,18.09582901000977,6.279496379196644,3.0693731560632687,10.5964428470115,0.0711187257886801,0.0498872410746087,0.0895671727071807,0.0502157653453448,0.0716305034388068,0.5366686893694593,111.12621897599846,0.11215632899375441,0.11803107131655828,0.09429308733210964,0.40542958106038424,0.2700899312971934
qwsw_milora_r32_lr1e4_s43,qwsw,43.0,qwsw_milora_r32_lr1e4,milora,0.182,-0.7399286120149252,38.47,48.31,87.45,cs,45.43,31.51,69.78,45.48,49.34,9.8242,2.959,0.0001,,,32.0,False,False,True,73.64,89.83,80.35,94.99,84.45,94.7,89.25,92.4,,,,100.38359069306972,9.82607364654541,2.959487840959004,8.133888918264288,24.959880129992943,0.06083123162078,0.378987738523124,0.062045641904099,0.2332395471880802,0.0510339209659578,0.5433136570414339,69.35584637591444,0.10027704668771739,0.014323528344073666,0.026218805905577618,0.4265476585142061,0.4326329605484254
frc_lorawd_wd0p3_lr2e4_c256_s45,frc,45.0,frc_lorawd_wd0p3_lr2e4_c256,lorawd,0.3026,-0.5191310763128321,26.98,35.08,66.07,cs,33.97,20.0,47.24,41.13,33.05,22.3628,6.9962,0.0002,0.3,,,False,False,True,72.51,77.26,14.59,84.9,83.5,73.99,56.83,65.0,1.9751387587042375,1.810069211692996,0.165069547011242,195.95262312606025,22.383968353271484,7.000087954103947,4.884930284203944,15.633964154755237,0.0710694810233411,0.0483095176357012,0.0859828727599733,0.0484075618206679,0.0710674321226514,0.5424873901039666,116.84151835119684,0.11867446800728856,0.13450497235195846,0.09623828597463885,0.3660050968183549,0.2845771768477592
qwsw_clora_k1024_lr5e4_s44,qwsw,44.0,qwsw_clora_k1024_lr5e4,clora,0.4314,-0.3651198592334738,32.98,40.97,85.01,cs,40.25,25.72,59.65,37.97,41.28,32.3533,8.5867,0.0005,,1024.0,,False,False,True,71.47,88.47,78.61,93.48,84.14,92.85,83.28,87.8,2.6208615978145984,1.9346918347336524,0.686169763080946,532.5069090615821,32.42694854736328,8.589346876627367,15.679290708845814,28.5549167208388,0.0508569868994123,0.0437743964627634,0.0551951161003493,0.0448662468671382,0.0432356622978295,0.5435928462790697,58.089210383561664,0.06027012591087924,1.6918572433141498e-10,3.943654561371376e-10,0.5400899827265716,0.3996398907989978
frm_lorawd_wd0p2_lr2e4_c256_s42,frm,42.0,frm_lorawd_wd0p2_lr2e4_c256,lorawd,0.3579,-0.4462383016099956,24.49,32.21,64.9,math_faithful,32.22,16.76,31.56,40.19,40.34,35.7076,5.8996,0.0002,0.2,,,False,False,True,,,,,,,,,2.167781265756797,1.8520239240816387,0.3157573416751584,261.6757187969153,35.707801818847656,5.900209876894951,13.45750701139202,40.098112166144375,0.0728277435708349,0.04791670996686,0.0815611134867329,0.0493979652494128,0.071420128988195,0.5687179320106636,115.98528936212051,0.14191954279960944,0.16926234739749496,0.09387300070292838,0.33373419248572195,0.26121091661424517
lrsw_lorawd_wd0p3_lr1e4_s45,lrsw,45.0,lrsw_lorawd_wd0p3_lr1e4,lorawd,0.2349,-0.6291169832223942,27.34,35.54,74.86,cs,34.93,19.76,46.21,40.96,35.86,17.7221,5.5666,0.0001,0.3,,,False,False,True,71.77,83.19,73.59,85.57,83.58,68.81,61.01,71.4,1.9634835512031703,1.8520239240816387,0.1114596271215315,125.41180602822732,17.749942779541016,5.567833991348744,3.0837678572055984,10.20399229575253,0.0722602725441602,0.0503396303088336,0.0919184933901606,0.0504780678030837,0.0725847353398005,0.5349509106237698,108.78177175053798,0.10867656092361813,0.1142364231072317,0.09417252483823929,0.4126464580351651,0.2702680330957458
frm_lorawd_wd0p2_lr3e4_c256_s44,frm,44.0,frm_lorawd_wd0p2_lr3e4_c256,lorawd,0.4583,-0.3388501427552134,24.92,33.17,64.14,math_faithful,34.16,15.67,31.44,38.91,45.68,48.7096,6.2965,0.0003,0.2,,,False,False,True,,,,,,,,,2.2084451300298134,1.810069211692996,0.3983759183368176,309.7249331087584,48.70999526977539,6.296962161362171,17.818423655725244,45.56169941559957,0.0757258305077644,0.0467358275822645,0.0847264235861695,0.0486675877469232,0.0742903316078367,0.5599174942129067,112.20557778120613,0.1414539068629786,0.17201235889061733,0.09715456679534776,0.33650905503776923,0.2528701124132871
frc_lorawd_wd0p5_lr1e3_c256_s42,frc,42.0,frc_lorawd_wd0p5_lr1e3_c256,lorawd,0.3146,-0.502241281712732,26.34,34.16,81.58,cs,34.39,18.29,44.52,37.97,35.61,29.465,5.0967,0.001,0.5,,,False,False,True,72.66,83.03,80.71,92.42,83.98,85.4,72.01,82.4,1.9545612006523276,1.8520239240816387,0.1025372765706886,179.58430263610586,29.46469497680664,5.097362641990185,8.379215537805852,21.055765255845976,0.0771097249319994,0.0455382639543383,0.0885057136711581,0.0479246974798571,0.0758808628733144,0.5358822515720588,112.74252313143718,0.1329665002126027,0.16625075589929061,0.09656599908790114,0.3540735372930526,0.2501432075071531
lrswm_lora_r16_lr2e4_s44,lrswm,44.0,lrswm_lora_r16_lr2e4,lora,0.3765,-0.4242350194632806,24.3,33.26,46.32,gsm8k,31.85,16.76,31.15,43.0,43.52,28.3849,9.9894,0.0002,,,16.0,False,False,True,,,,,,,,,2.0960288423871924,1.810069211692996,0.2859596306941967,242.2145592357421,28.449485778808597,9.99551155269146,3.5411991309790136,9.517961262464304,0.0671213623203357,0.0493770546299297,0.0792827299103379,0.0496619204575227,0.0666204028276954,0.5861646285539654,108.96498976764514,0.12027502878737259,0.12995366755406973,0.09158079810471964,0.36776888563656074,0.29042161991727733
frm_lorawd_wd0p2_lr3e4_c256_s42,frm,42.0,frm_lorawd_wd0p2_lr3e4_c256,lorawd,0.4215,-0.3752024210392389,23.78,33.42,64.97,math_faithful,31.45,16.11,36.41,38.31,44.8,51.1897,6.2901,0.0003,0.2,,,False,False,True,,,,,,,,,2.249888817779646,1.8520239240816387,0.3978648936980073,309.93152525554325,51.189056396484375,6.290527057647705,17.988117251835746,45.59066670162063,0.0759646028684633,0.0466739270566317,0.0840279830607757,0.0486923334298249,0.073984043811053,0.559437593611858,110.63625288221817,0.14099251796758908,0.17282755936063698,0.09688368947288012,0.3352508373673919,0.254045395831502
frc_lorawd_wd0p3_lr5e4_c256_s43,frc,43.0,frc_lorawd_wd0p3_lr5e4_c256,lorawd,0.3889,-0.4101620568525402,26.67,33.94,82.02,cs,33.94,19.4,43.77,37.97,34.61,34.0947,6.7163,0.0005,0.3,,,False,False,True,72.42,84.6,80.6,91.28,84.45,86.91,73.29,82.6,2.0639299320661184,1.810069211692996,0.2538607203731227,266.5030034097284,34.09463119506836,6.716753767430783,10.680237981725917,23.758715237148564,0.0748641910775381,0.0464214644096635,0.0831277803912471,0.0478126150155087,0.0723895059262515,0.5448305320315893,119.1130824399835,0.13494597371730305,0.15817262298614942,0.1025751559062795,0.3409362857333612,0.26336996165690685
frc_milora_a1r_lr2e4_c256_s44,frc,44.0,frc_milora_a1r_lr2e4_c256,milora,0.402,-0.3957739469155299,26.52,34.87,22.28,cs,33.6,19.45,46.94,39.42,34.92,26.3707,11.5635,0.0002,,,,False,False,True,62.17,0.16,2.15,12.77,0.55,44.61,37.2,18.6,2.0798272280296555,1.810069211692996,0.2697580163366597,270.3118194542118,26.37084197998047,11.566428723931311,4.599351578986303,13.606412823270135,0.0655482339223019,0.1072257699933614,0.0777562481040165,0.1060873578353037,0.0668800454032669,0.5457090460174355,134.3008164141681,0.162357167865547,0.18091062190835475,0.10139483649941708,0.31557626562133667,0.2397611081053446
lrswm_lorawd_wd0p3_lr1e3_s42,lrswm,42.0,lrswm_lorawd_wd0p3_lr1e3,lorawd,0.5181,-0.2855864077128788,22.32,31.34,48.98,gsm8k,30.82,13.83,30.07,37.8,44.17,43.9499,8.1399,0.001,0.3,,,False,False,True,,,,,,,,,2.2907579486607186,1.8520239240816387,0.4387340245790798,366.76242657260536,43.94903564453125,8.141169725358486,13.86929765421961,27.073579690889773,0.0770515802342815,0.0460951343982029,0.0862015728216193,0.0480043749445966,0.0754390467213692,0.5846640848916945,109.97273829083176,0.13350089656709585,0.14569801332796042,0.10739135573160304,0.3512092737216692,0.26220046065167146
frm_milora_lr3e4_c256_s42,frm,42.0,frm_milora_lr3e4_c256,milora,1.2568,0.0992661720319168,19.86,27.21,58.98,math_faithful,30.18,9.54,23.0,28.84,44.5,155.1685,20.0977,0.0003,,,,False,False,True,,,,,,,,,3.65936757622886,1.8520239240816387,1.8073436521472213,1114.581651090684,155.1688690185547,20.098107567429544,23.77539930088811,49.33842240242777,0.0700368228789055,0.0533468813935168,0.0674778554295969,0.0831653158436501,0.0662689384556415,0.5571295513631923,113.52658754866019,0.17652744732533496,0.18709074741092901,0.11253988573110724,0.3117692087179702,0.21207271081465862
frm_dora_lr3e4_c256_s42,frm,42.0,frm_dora_lr3e4_c256,dora,2.8399,0.453303047718583,19.18,26.67,58.76,math_faithful,29.26,9.09,23.72,29.01,42.27,672.4734,30.5101,0.0003,,,,False,False,True,,,,,,,,,4.05836845922639,1.8520239240816387,2.2063445351447517,1608.7579308985887,672.482666015625,30.51080406010151,19.46785235727992,46.02455137206571,0.1167707567110732,0.0438577296707771,0.1002100442695336,0.0485969744432354,0.1050678667741743,0.32180296170286243,9.645946958967098,0.32603147646592057,0.3504305111748212,0.06446674457135335,0.15391059008995295,0.10516067769795195
qwsw_lora_r16_lr1e4_s43,qwsw,43.0,qwsw_lora_r16_lr1e4,lora,0.1594,-0.7975116829399065,38.56,48.8,82.61,cs,45.02,32.1,70.7,48.04,48.16,16.239,4.6983,0.0001,,,16.0,False,False,True,72.94,80.03,78.92,94.74,85.48,83.12,77.82,87.8,,,,117.04224534424527,16.26405906677246,4.7003943417753495,3.122099797305844,8.603481909062632,0.1161788577608115,0.0916235128692211,0.0794076603595981,0.047914539266045,0.0739642016429385,0.5342401411958962,61.88292614819457,0.08228872160310795,0.011163921358633177,0.009903397463487972,0.5399928491728851,0.35665111040188574
qwsw_lora_null_r16_lr1e3_s42,qwsw,42.0,qwsw_lora_null_r16_lr1e3,lora_null,0.6868,-0.1631697135111211,12.2,29.83,82.0,cs,13.93,10.46,50.55,37.12,37.07,85.0712,16.616,0.001,,,16.0,False,False,True,68.93,85.36,79.84,87.74,81.53,89.35,77.22,86.0,,,,749.250222790027,85.0691146850586,16.61637647492545,11.081476070467772,15.948971404403412,0.1211803111193484,0.0921152578192981,0.0629863994613441,0.0504457506460001,0.0741000949161259,0.49096796805191467,74.40640714614945,0.22307633066348306,0.014907084058631144,0.010448843317965452,0.46105413821006286,0.2905136037498576
qwsw_lorawd_wd0p3_lr15e5_s42,qwsw,42.0,qwsw_lorawd_wd0p3_lr15e5,lorawd,0.1662,-0.7793689805519078,41.03,49.6,85.55,cs,46.23,35.83,70.84,48.12,47.0,13.244,4.1498,0.00015,0.3,,,False,False,True,73.67,85.75,79.94,95.02,85.95,90.7,85.58,87.8,2.084031502295692,1.9346918347336524,0.1493396675620393,134.721229188934,13.252882957458496,4.151758067948478,5.466366772650895,17.396090869790317,0.1155877011588892,0.0920812013763374,0.0784268633705608,0.0455237708515486,0.0736137199598025,0.5408294149300605,63.13337156111173,0.08503267328553103,0.011354675766047493,0.009832616434545504,0.49927979288527197,0.39450024162860403
frc_lorawd_wd0p2_lr2e4_c256_s44,frc,44.0,frc_lorawd_wd0p2_lr2e4_c256,lorawd,0.3465,-0.4602967610521745,26.35,33.79,59.4,cs,33.87,18.83,42.36,38.91,34.98,24.4701,8.5149,0.0002,0.2,,,False,False,True,68.1,47.23,60.7,22.02,83.43,75.04,63.65,55.0,2.025586420855972,1.810069211692996,0.2155172091629762,240.3320215385588,24.494028091430664,8.51950381398201,4.952560041280972,16.213504612215434,0.0702791074036982,0.0480570121748666,0.0821645539034043,0.0487820875309926,0.0696393667681633,0.543172391340847,119.80830098562532,0.12637713375391335,0.1391623279338306,0.0954711372263506,0.35677553180710386,0.28221386927880165
qwsw_lorawd_wd0p3_lr2e5_s44,qwsw,44.0,qwsw_lorawd_wd0p3_lr2e5,lorawd,0.1002,-0.9991322784687732,38.56,50.64,85.15,cs,45.86,31.26,72.03,55.12,48.91,5.8394,1.3352,2e-05,0.3,,,False,False,True,66.36,89.39,79.58,93.37,84.53,92.59,86.18,89.2,1.9850510834718025,1.9346918347336524,0.0503592487381499,27.9380935743598,5.841203689575195,1.3362054229847022,1.9457520116416973,5.796604076050679,0.1032887346469872,0.0900919497376306,0.1072079359604824,0.0587879858363399,0.07630662003106,0.5443113410103093,40.71203837588124,0.0679873994068067,0.009156892090316454,0.007496270576985927,0.7541443050758556,0.16121513285003558
qwswm_lora_r32_lr1e4_s43,qwswm,43.0,qwswm_lora_r32_lr1e4,lora,0.078,-1.1079053973095196,44.39,54.0,67.4,gsm8k,47.47,41.31,71.82,52.56,56.86,7.5042,1.9584,0.0001,,,32.0,False,False,True,,,,,,,,,2.011828993180994,1.9346918347336524,0.0771371584473414,61.647191210045925,7.509658336639404,1.959094282984733,6.424128871643538,20.4569543522538,0.1226073926346182,0.103409377252594,0.0682553774183861,0.0513631263471268,0.0747217456748986,0.5161537210258134,68.42102404348427,0.1242173495054662,0.018403932065802278,0.014151301559107559,0.5130042744657706,0.33022314240385336
frc_milora_lr1e3_c256_s44,frc,44.0,frc_milora_lr1e3_c256,milora,5.4068,0.7329403051216139,4.62,21.08,36.89,cs,9.25,0.0,23.34,25.51,47.31,575.7641,63.9661,0.001,,,,False,False,True,62.11,49.02,33.01,24.88,48.78,25.72,25.0,26.6,6.209710296412203,1.810069211692996,4.399641084719207,2664.76024200489,575.7601318359375,63.97059174776077,12.863495427202734,25.90025015087827,0.0932375864538034,0.0487672977801897,0.0940901677507247,0.0531760477890524,0.0942336321958433,0.5901280217655734,58.07166139868634,0.29112886246940883,0.29275143040718354,0.08844636530131568,0.20857511883920857,0.11909822298288336
lrswm_lorawd_wd0p3_lr3e4_s42,lrswm,42.0,lrswm_lorawd_wd0p3_lr3e4,lorawd,0.3592,-0.4446636720047332,24.43,33.53,49.13,gsm8k,31.56,17.3,36.08,40.44,42.27,18.0775,6.9481,0.0003,0.3,,,False,False,True,,,,,,,,,2.1280944425220443,1.8520239240816387,0.2760705184404055,224.90938691440343,18.09227752685547,6.949753028154373,6.429593168391686,18.977261803943605,0.0680940107636635,0.0491095935046577,0.0806202673972761,0.0497443472244205,0.0681078347566108,0.5865387615547181,111.67730520418506,0.12571361399080253,0.13878284523098056,0.09147669047054618,0.3633993166037008,0.28062753370397
frm_lorawd_wd0_lr2e4_c256_s42,frm,42.0,frm_lorawd_wd0_lr2e4_c256,lorawd,0.87,-0.0604807473813814,19.24,28.86,61.33,math_faithful,26.75,11.74,25.19,34.22,46.42,87.4629,15.1002,0.0002,0.0,,,False,False,True,,,,,,,,,2.888892415530566,1.8520239240816387,1.036868491448928,704.1955277881192,87.4616928100586,15.101794350147248,15.066373900562995,44.987628949548245,0.0679652631646444,0.0463208328639162,0.0691671699682728,0.051045401663192,0.0649695006928482,0.5666205375607057,124.3070718708432,0.17102533751810697,0.191382181335711,0.10859856845414244,0.31832743732214475,0.21066647536989497
frc_lorawd_wd0p5_lr3e4_c256_s45,frc,45.0,frc_lorawd_wd0p5_lr3e4_c256,lorawd,0.258,-0.5883802940367698,23.8,30.79,81.62,cs,30.2,17.39,31.56,39.42,35.36,17.167,4.8387,0.0003,0.5,,,False,False,True,72.66,84.06,80.96,92.0,83.9,86.74,71.25,81.4,1.982035818140092,1.810069211692996,0.1719666064470963,153.79428975601235,17.166963577270508,4.839916594326496,6.465744070406424,17.686651563254312,0.0739289786090327,0.0482436332120185,0.0943368119498771,0.0482707700327526,0.075437950436455,0.5443029871246046,113.88826242317164,0.11565836575051279,0.1370359074228295,0.09506715992969836,0.3743538841942272,0.2778846827027322
qwswm_sclora_r32_lr5e4_s42,qwswm,42.0,qwswm_sclora_r32_lr5e4,sclora,0.5287,-0.2767906895948886,20.92,38.91,55.27,gsm8k,34.08,7.76,55.46,44.54,52.73,22.7019,7.3561,0.0005,,,32.0,False,False,True,,,,,,,,,,,,425.0301276926436,22.705202102661133,7.357451100008828,17.73175297666116,37.57799995044241,0.1466011805295307,0.0947852537176325,0.2113055469006819,0.0358470367818958,0.136152547930676,0.5382872264219508,66.2569022491126,0.12331255520162493,0.018563944027390197,0.013762687106805966,0.5395602671703559,0.30480054649382304
qwsw_lora_null_r16_lr5e5_s43,qwsw,43.0,qwsw_lora_null_r16_lr5e5,lora_null,0.1077,-0.9677842967020184,39.73,51.52,85.55,cs,46.35,33.11,71.81,55.29,51.05,5.8698,1.663,5e-05,,,16.0,False,False,True,62.17,89.45,79.63,93.26,84.14,95.41,89.33,91.0,1.9938321530776943,1.9346918347336524,0.0591403183440419,48.5778214568228,5.877576351165772,1.6632826998829842,5.167038284196114,14.338629107341353,0.2024764877687165,0.0753475609366373,0.0982935769434263,0.1155314520205774,0.1178421329190949,0.5862286399832106,57.13938923574529,0.09034507361671458,0.016695344627390057,0.01246848426826518,0.5858360221136794,0.2946550753739507
frc_lora_null_lr2e4_c256_s45,frc,45.0,frc_lora_null_lr2e4_c256,lora_null,0.539,-0.2684112348132612,22.9,31.19,80.56,cs,32.93,12.88,40.02,38.14,31.96,33.6749,10.7027,0.0002,,,,False,False,True,73.0,84.0,79.63,88.61,83.58,84.3,70.14,81.2,2.3836648286749424,1.8520239240816387,0.5316409045933037,440.2922424758029,33.67414474487305,10.703375166654586,10.947167513812849,30.30970098263749,0.1025335318942229,0.0418180761566004,0.1146470699326463,0.0633791966179501,0.0955997192703068,0.544438146456441,127.01375335124467,0.1573371637350508,0.16980771032815384,0.08788218403914398,0.35921797465805183,0.22575496723959962
lrsw_milora_r32_lr5e5_s43,lrsw,43.0,lrsw_milora_r32_lr5e5,milora,0.197,-0.7055337738384071,27.3,36.63,35.55,cs,34.74,19.86,47.27,44.71,36.57,6.2613,3.0122,5e-05,,,32.0,False,False,True,60.24,57.29,31.78,11.58,39.38,27.65,24.49,32.0,1.8817642131388648,1.810069211692996,0.071695001445869,56.500056659917824,6.263542652130127,3.012921514362097,2.979143946333435,10.170739677804388,0.0590984887131517,0.2209904488196339,0.0987689713209484,0.1932989923507562,0.0694931322786075,0.5583840194645452,109.84495414053514,0.1178692875865297,0.12824733570309027,0.11517431779252697,0.4191840852233607,0.21952497369449217
qwsw_clora_k1024_lr1e3_s44,qwsw,44.0,qwsw_clora_k1024_lr1e3,clora,0.6944,-0.1583902878315645,6.32,26.0,79.4,cs,12.36,0.27,44.08,37.88,35.39,84.6551,12.8655,0.001,,1024.0,,False,False,True,67.86,83.9,77.23,82.07,81.22,85.52,73.21,84.2,2.950490460527875,1.9346918347336524,1.0157986257942224,793.8438801801422,84.65424346923828,12.86822946455442,17.61768240694376,29.56917821730497,0.0599789475696203,0.0445348221510706,0.0600836778440166,0.047103938010883,0.0520016287829339,0.5068763157265445,63.56402149538383,0.12644129371216695,1.9219826728585486e-10,6.271079454055312e-10,0.5207427824658243,0.35281592300270254
qwsw_clora_k1024_lr1e3_s42,qwsw,42.0,qwsw_clora_k1024_lr1e3,clora,0.6845,-0.1646265475299912,7.9,27.34,79.72,cs,13.1,2.69,47.04,35.92,37.97,76.043,12.6303,0.001,,1024.0,,False,False,True,67.03,84.22,77.99,86.97,80.58,86.24,72.53,82.2,,,,793.6681191168706,76.04100799560547,12.632939346678487,17.904760869132453,29.74588499727545,0.0585929093498181,0.0446211083854896,0.059743461399726,0.0470200270732025,0.051143557774033,0.5082272936913944,63.58367775934499,0.1242604157630986,1.8786317771683638e-10,5.16172950388227e-10,0.5214397024060935,0.3542998811267719
